id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-7181768-B1,Computer intrusion detection system and method based on application monitoring ,Cigital,"Anup K. Ghosh, Michael Schatz, Christoph C. Michael, Aaron Schwartzbard",1999-10-28,2000-10-30,2007-02-20,2007-02-20,https://patents.google.com/patent/US7181768B1/en,https://patentimages.storage.googleapis.com/US7181768B1/US07181768-20070220-D00000.png
US-5425130-A,Apparatus for transforming voice using neural networks ,"Lockheed Sanders, Inc.",David P. Morgan,1990-07-11,1993-04-16,1995-06-13,1995-06-13,https://patents.google.com/patent/US5425130A/en,https://patentimages.storage.googleapis.com/pages/US5425130-1.png
US-6578020-B1,Method and system for converting code to executable code using neural networks implemented in a very large scale integration (VLSI) integrated circuit ,International Business Machines Corporation,Chung T. Nguyen,1999-12-07,1999-12-07,2003-06-10,2003-06-10,https://patents.google.com/patent/US6578020B1/en,https://patentimages.storage.googleapis.com/2e/2f/10/269bceee75064c/US06578020-20030610-D00000.png
US-6434541-B1,Automotive engine misfire detection system including a bit-serial based recurrent neuroprocessor ,"Ford Global Technologies, Inc.","Raoul Tawel, Nazeeh Aranki, Lee A. Feldkamp, Gintaras V. Puskorius, Kenneth A. Marko, John V. James",1996-10-23,1997-10-23,2002-08-13,2002-08-13,https://patents.google.com/patent/US6434541B1/en,https://patentimages.storage.googleapis.com/97/6f/a6/5a6a6ccb02e33f/US06434541-20020813-D00000.png
US-5745653-A,Generic neural network training and processing system ,"Ford Global Technologies, Inc.","Gerald Jesion, James Calvey Carnes, Gintaras Vincent Puskorius, Lee Albert Feldkamp",1996-02-05,1996-02-05,1998-04-28,1998-04-28,https://patents.google.com/patent/US5745653A/en,https://patentimages.storage.googleapis.com/pages/US5745653-1.png
US-6832214-B1,"Method, system, and program for converting code to executable code using neural networks implemented in a software program ",International Business Machines Corporation,Chung T. Nguyen,1999-12-07,1999-12-07,2004-12-14,2004-12-14,https://patents.google.com/patent/US6832214B1/en,https://patentimages.storage.googleapis.com/65/b1/a9/85b7df41a77883/US06832214-20041214-D00000.png
US-5613042-A,Chaotic recurrent neural network and learning method therefor ,"Gold Star Electron Co., Ltd.","Ho-sun Chung, Hye-young Tak",1994-02-14,1995-01-27,1997-03-18,1997-03-18,https://patents.google.com/patent/US5613042A/en,https://patentimages.storage.googleapis.com/pages/US5613042-1.png
US-5774823-A,Method of generation correction tables for misfire detection using neural networks ,"Ford Global Technologies, Inc.","John Victor James, Timothy Mark Feldkamp, Kenneth Andrew Marko, Lee Albert Feldkamp, Gintaras Vincent Puskorius",1997-09-04,1997-09-04,1998-06-30,1998-06-30,https://patents.google.com/patent/US5774823A/en,https://patentimages.storage.googleapis.com/pages/US5774823-1.png
US-5748848-A,Learning method for a neural network ,Siemens Aktiengesellschaft,Volker Tresp,1995-08-21,1996-08-19,1998-05-05,1998-05-05,https://patents.google.com/patent/US5748848A/en,https://patentimages.storage.googleapis.com/pages/US5748848-1.png
US-5930781-A,Neural network training by integration of adjoint systems of equations forward in time ,The United States Of America As Represented By The Administrator Of The National Aeronautics And Space Administration,"Nikzad Toomarian, Jacob Barhen",1992-10-27,1992-10-27,1999-07-27,1999-07-27,https://patents.google.com/patent/US5930781A/en,https://patentimages.storage.googleapis.com/pages/US5930781-1.png
US-5390284-A,Learning method and apparatus for neural networks and simulator with neural network ,"Hitachi, Ltd.","Hisao Ogata, Hiroshi Sakou, Masahiro Abe, Junichi Higashino",1991-06-27,1992-06-23,1995-02-14,1995-02-14,https://patents.google.com/patent/US5390284A/en,https://patentimages.storage.googleapis.com/pages/US5390284-1.png
US-5956703-A,Configurable neural network integrated circuit ,Delco Electronics Corporation,"Douglas D. Turner, Gabriela Breuer",1995-07-28,1995-07-28,1999-09-21,1999-09-21,https://patents.google.com/patent/US5956703A/en,https://patentimages.storage.googleapis.com/pages/US5956703-1.png
US-5515477-A,Neural networks ,Sutherland; John,John Sutherland,1991-04-22,1992-04-22,1996-05-07,1996-05-07,https://patents.google.com/patent/US5515477A/en,https://patentimages.storage.googleapis.com/pages/US5515477-1.png
US-7502768-B2,System and method for predicting building thermal loads ,"Siemens Building Technologies, Inc.","Osman Ahmed, Kenneth Lemke",2004-02-27,2004-12-06,2009-03-10,2009-03-10,https://patents.google.com/patent/US7502768B2/en,https://patentimages.storage.googleapis.com/US7502768B2/US07502768-20090310-D00000.png
US-7321882-B2,Method for supervised teaching of a recurrent artificial neural network ,Fraunhofer-Gesellschaft Zur Foederung Der Angewandten Forschung E.V.,Herbert Jaeger,2000-10-13,2001-10-05,2008-01-22,2008-01-22,https://patents.google.com/patent/US7321882B2/en,https://patentimages.storage.googleapis.com/17/60/0f/015a1d635d985a/US07321882-20080122-D00006.png
US-6263238-B1,Automatic external defibrillator having a ventricular fibrillation detector ,Survivalink Corporation,"James E. Brewer, Ann M. Donohoo, Kenneth F. Olson",1998-04-16,1999-04-16,2001-07-17,2001-07-17,https://patents.google.com/patent/US6263238B1/en,https://patentimages.storage.googleapis.com/e2/37/ad/92ef0db14e567f/US06263238-20010717-D00000.png
US-6415276-B1,Bayesian belief networks for industrial processes ,University Of New Mexico,"Arlen S. Heger, Hrishikesh B. Aradhye",1998-08-14,1999-08-13,2002-07-02,2002-07-02,https://patents.google.com/patent/US6415276B1/en,https://patentimages.storage.googleapis.com/2e/5b/ec/fc459fecdcc6dd/US06415276-20020702-D00000.png
US-5761386-A,Method and apparatus for foreign exchange rate time series prediction and classification ,"Nec Research Institute, Inc.","Stephen Robert Lawrence, C. Lee Giles",1996-04-05,1997-06-16,1998-06-02,1998-06-02,https://patents.google.com/patent/US5761386A/en,https://patentimages.storage.googleapis.com/pages/US5761386-2.png
US-6882992-B1,Neural networks for intelligent control ,Paul J. Werbos,Paul J. Werbos,1999-09-02,2000-09-01,2005-04-19,2005-04-19,https://patents.google.com/patent/US6882992B1/en,https://patentimages.storage.googleapis.com/8f/98/21/1d8c16dfed3395/US06882992-20050419-D00000.png
US-5748847-A,Nonadaptively trained adaptive neural systems ,Maryland Technology Corporation,James Ting-Ho Lo,1995-12-21,1995-12-21,1998-05-05,1998-05-05,https://patents.google.com/patent/US5748847A/en,https://patentimages.storage.googleapis.com/pages/US5748847-10.png
US-6278985-B1,Virtual element selection device and method using a neural network ,Nec Corporation,Akemi Hatayama,1997-11-17,1998-11-17,2001-08-21,2001-08-21,https://patents.google.com/patent/US6278985B1/en,https://patentimages.storage.googleapis.com/69/1d/97/9964ac1ff54994/US06278985-20010821-D00000.png
US-8447706-B2,Method for computer-aided control and/or regulation using two neural networks wherein the second neural network models a quality function and can be used to control a gas turbine ,Siemens Aktiengesellschaft,"Daniel Schneegaβ, Steffen Udluft",2007-09-06,2008-08-26,2013-05-21,2013-05-21,https://patents.google.com/patent/US8447706B2/en,https://patentimages.storage.googleapis.com/77/2d/9b/89878ad0ba9bc5/US08447706-20130521-D00000.png
US-6611824-B1,System for bearing-only contact state estimation using recurrent neural networks ,The United States Of America As Represented By The Secretary Of The Navy,"Chidambar Ganesh, Kai F. Gong, Sherry E. Hammel",1997-01-31,1997-01-31,2003-08-26,2003-08-26,https://patents.google.com/patent/US6611824B1/en,https://patentimages.storage.googleapis.com/3f/60/d8/c59677f14739d0/US06611824-20030826-D00000.png
US-9495633-B2,Recurrent neural networks for malware analysis ,"Cylance, Inc.","Andrew Davis, Matthew Wolff, Derek A. Soeder, Glenn Chisholm, Ryan Permeh",2015-04-16,2015-07-01,2016-11-15,2016-11-15,https://patents.google.com/patent/US9495633B2/en,https://patentimages.storage.googleapis.com/43/23/8c/3a5ef11174b9a7/US09495633-20161115-D00000.png
US-7308432-B2,Vehicle motion model generating device and method for generating vehicle motion model ,Fuji Jukogyo Kabushiki Kaisha,"Tsuyoshi Torii, Itaru Seta",2003-02-19,2004-02-18,2007-12-11,2007-12-11,https://patents.google.com/patent/US7308432B2/en,https://patentimages.storage.googleapis.com/US7308432B2/US07308432-20071211-D00000.png
US-6792413-B2,"Data processing apparatus and method, recording medium, and program ",Sony Corporation,Jun Tani,2001-02-08,2002-02-06,2004-09-14,2004-09-14,https://patents.google.com/patent/US6792413B2/en,https://patentimages.storage.googleapis.com/f0/70/20/302924b0878d0c/US06792413-20040914-D00000.png
US-5424959-A,Interpretation of fluorescence fingerprints of crude oils and other hydrocarbon mixtures using neural networks ,Texaco Inc.,"Marilyn V. Reyes, Larry D. Pyeatt",1993-07-19,1993-07-19,1995-06-13,1995-06-13,https://patents.google.com/patent/US5424959A/en,https://patentimages.storage.googleapis.com/pages/US5424959-1.png
US-6440067-B1,System and method for remotely monitoring functional activities ,"Altec, Inc.","Carlo J. DeLuca, Serge H. Roy",2000-02-28,2000-02-28,2002-08-27,2002-08-27,https://patents.google.com/patent/US6440067B1/en,https://patentimages.storage.googleapis.com/c0/b5/7d/c8a1c8bb752063/US06440067-20020827-D00000.png
US-6889165-B2,Application specific intelligent microsensors ,Battelle Memorial Institute,"Michael A. Lind, Kevin L. Priddy, Gary B. Morgan, Jeffrey W. Griffin, Richard W. Ridgway, Steven L. Stein",2001-07-02,2002-07-02,2005-05-03,2005-05-03,https://patents.google.com/patent/US6889165B2/en,https://patentimages.storage.googleapis.com/18/6d/30/f997d893170560/US06889165-20050503-D00000.png
US-6764441-B2,Peristaltically self-propelled endoscopic device ,Case Western Reserve University,"Hillel J. Chiel, Roger D. Quinn, Randall D. Beer, Elizabeth D. Mangan",2001-09-17,2002-05-08,2004-07-20,2004-07-20,https://patents.google.com/patent/US6764441B2/en,https://patentimages.storage.googleapis.com/f8/0c/54/bc9772a254b2d6/US06764441-20040720-D00000.png
US-5909676-A,System for controlling an object and medium using neural networks ,Kabushiki Kaisha Toshiba,Makoto Kano,1996-02-29,1997-02-27,1999-06-01,1999-06-01,https://patents.google.com/patent/US5909676A/en,https://patentimages.storage.googleapis.com/pages/US5909676-1.png
US-6041299-A,"Apparatus for calculating a posterior probability of phoneme symbol, and speech recognition apparatus ",Atr Interpreting Telecommunications Research Laboratories,"Mike Schuster, Toshiaki Fukada",1997-03-11,1998-03-11,2000-03-21,2000-03-21,https://patents.google.com/patent/US6041299A/en,https://patentimages.storage.googleapis.com/pages/US6041299-1.png
US-8527276-B1,Speech synthesis using deep neural networks ,Google Inc.,"Andrew William Senior, Byungha Chun, Michael Schuster",2012-10-25,2012-10-25,2013-09-03,2013-09-03,https://patents.google.com/patent/US8527276B1/en,https://patentimages.storage.googleapis.com/b3/a0/c3/3c17cd1c0e6dd7/US08527276-20130903-D00000.png
US-7345604-B2,Analog to digital conversion using recurrent neural networks ,"Information Systems Laboratories, Inc.",Brian Watson,2006-07-27,2006-07-27,2008-03-18,2008-03-18,https://patents.google.com/patent/US7345604B2/en,https://patentimages.storage.googleapis.com/US7345604B2/US07345604-20080318-D00000.png
US-5787393-A,"Speech recognition apparatus using neural network, and learning method therefor ",Seiko Epson Corporation,Mitsuhiro Inazumi,1992-03-30,1995-06-07,1998-07-28,1998-07-28,https://patents.google.com/patent/US5787393A/en,https://patentimages.storage.googleapis.com/pages/US5787393-10.png
US-5710830-A,Method of and apparatus for segmenting foreground and background information for optical character recognition of labels employing single layer recurrent neural network ,United Parcel Service,Lee F. Holeva,1994-10-05,1995-11-30,1998-01-20,1998-01-20,https://patents.google.com/patent/US5710830A/en,https://patentimages.storage.googleapis.com/pages/US5710830-10.png
US-6434084-B1,Adaptive acoustic channel equalizer & tuning method ,"Halliburton Energy Services, Inc.",Roger L. Schultz,1999-11-22,1999-11-22,2002-08-13,2002-08-13,https://patents.google.com/patent/US6434084B1/en,https://patentimages.storage.googleapis.com/fd/86/9d/8e261a98615783/US06434084-20020813-D00000.png
US-8874496-B2,Encoding and decoding machine with recurrent neural networks ,The Trustees Of Columbia University In The City Of New York,"Aurel A. Lazar, Yiyin Zhou",2011-02-09,2013-07-23,2014-10-28,2014-10-28,https://patents.google.com/patent/US8874496B2/en,https://patentimages.storage.googleapis.com/ef/12/56/0196870c0b7030/US08874496-20141028-D00000.png
US-7647284-B2,Fixed-weight recurrent neural network controller with fixed long-term and adaptive short-term memory ,"Toyota Motor Engineering & Manufacturing North America, Inc.",Danil V. Prokhorov,2007-01-12,2007-01-12,2010-01-12,2010-01-12,https://patents.google.com/patent/US7647284B2/en,
US-6018729-A,Neural network control of spot welding ,"Lockheed Martin Energy Research Corporation, General Motors Corporation","Thomas Zacharia, John D. Allen, Jr., James G. Schroth",1997-09-17,1997-09-17,2000-01-25,2000-01-25,https://patents.google.com/patent/US6018729A/en,https://patentimages.storage.googleapis.com/pages/US6018729-1.png
US-5960391-A,"Signal extraction system, system and method for speech restoration, learning method for neural network model, constructing method of neural network model, and signal processing system ",Denso Corporation,"Masahiko Tateishi, Shinichi Tamura",1995-12-13,1996-12-13,1999-09-28,1999-09-28,https://patents.google.com/patent/US5960391A/en,https://patentimages.storage.googleapis.com/pages/US5960391-1.png
US-7024276-B2,"Legged mobile robot and its motion teaching method, and storage medium ",Sony Corporation,Masato Ito,2001-04-03,2002-04-02,2006-04-04,2006-04-04,https://patents.google.com/patent/US7024276B2/en,https://patentimages.storage.googleapis.com/US7024276B2/US07024276-20060404-D00000.png
US-7877338-B2,"Information processing apparatus, method, and program using recurrent neural networks ","Sony Corporation, Riken","Jun Tani, Ryunosuke Nishimoto, Masato Ito",2006-05-15,2007-05-14,2011-01-25,2011-01-25,https://patents.google.com/patent/US7877338B2/en,https://patentimages.storage.googleapis.com/34/5a/66/99efd44c4d696d/US07877338-20110125-D00000.png
US-5371834-A,Adaptive neuron model--an architecture for the rapid learning of nonlinear topological transformations ,The United States Of America As Represented By The Administrator Of The National Aeronautics And Space Administration,Raoul Tawel,1992-08-28,1992-08-28,1994-12-06,1994-12-06,https://patents.google.com/patent/US5371834A/en,https://patentimages.storage.googleapis.com/pages/US5371834-3.png
US-6366236-B1,Neural network radar processor ,"Automotive Systems Laboratory, Inc.","Michael E. Farmer, Craig S. Jacobs, Shan Cong",1999-08-12,2000-08-11,2002-04-02,2002-04-02,https://patents.google.com/patent/US6366236B1/en,https://patentimages.storage.googleapis.com/b0/e4/28/e0c9de96cef45f/US06366236-20020402-D00000.png
US-7286964-B2,Methods for monitoring structural health conditions ,"Advanced Structure Monitoring, Inc.",Hyeung-Yun Kim,2003-09-22,2004-09-16,2007-10-23,2007-10-23,https://patents.google.com/patent/US7286964B2/en,https://patentimages.storage.googleapis.com/47/65/e1/5be92eda60f937/US07286964-20071023-D00003.png
US-5987444-A,Robust neutral systems ,Lo; James Ting-Ho,James Ting-Ho Lo,1997-09-23,1997-09-23,1999-11-16,1999-11-16,https://patents.google.com/patent/US5987444A/en,https://patentimages.storage.googleapis.com/pages/US5987444-10.png
US-6453284-B1,Multiple voice tracking system and method ,Texas Tech University Health Sciences Center,D. Dwayne Paschall,1999-07-26,1999-07-26,2002-09-17,2002-09-17,https://patents.google.com/patent/US6453284B1/en,https://patentimages.storage.googleapis.com/91/1a/0e/d0581f466946d0/US06453284-20020917-D00000.png
US-5099434-A,Continuous-time optical neural network ,Northrop Corporation,"Harold M. Stoll, Li-Shing Lee",1988-07-18,1990-08-03,1992-03-24,1992-03-24,https://patents.google.com/patent/US5099434A/en,https://patentimages.storage.googleapis.com/pages/US5099434-1.png
DE-102008014126-B4,A method for computer-aided learning of a recurrent neural network ,Siemens Aktiengesellschaft,"Ralph Dr. Grothmann, Christoph Dr. Tietz, Hans-Georg Dr. Zimmermann",2008-03-13,2008-03-13,2010-08-12,2010-08-12,https://patents.google.com/patent/DE102008014126B4/en,
US-9235800-B2,Method for the computer-aided learning of a recurrent neural network for modeling a dynamic system ,Siemens Aktiengesellschaft,"Ralph Grothmann, Christoph Tietz, Hans-Georg Zimmermann",2010-04-14,2011-04-12,2016-01-12,2016-01-12,https://patents.google.com/patent/US9235800B2/en,https://patentimages.storage.googleapis.com/1d/cd/b1/45c84424d922d0/US09235800-20160112-D00000.png
US-9767557-B1,Method and system for vascular disease detection using recurrent neural networks ,Siemens Healthcare Gmbh,"Mehmet A. Gulsun, Yefeng Zheng, Puneet Sharma, Bogdan Georgescu, Dorin Comaniciu",2016-06-23,2017-02-10,2017-09-19,2017-09-19,https://patents.google.com/patent/US9767557B1/en,https://patentimages.storage.googleapis.com/8d/2d/2b/f22de8f07dc3a8/US09767557-20170919-D00000.png
US-9607616-B2,Method for using a multi-scale recurrent neural network with pretraining for spoken language understanding tasks ,"Mitsubishi Electric Research Laboratories, Inc.","Shinji Watanabe, Yi Luan, Bret Harsham",2015-08-17,2015-08-17,2017-03-28,2017-03-28,https://patents.google.com/patent/US9607616B2/en,https://patentimages.storage.googleapis.com/6d/65/bd/6baacc88b5db9c/US09607616-20170328-D00000.png
US-5659666-A,Device for the autonomous generation of useful information ,Thaler; Stephen L.,Stephen L. Thaler,1994-10-13,1994-10-13,1997-08-19,1997-08-19,https://patents.google.com/patent/US5659666A/en,https://patentimages.storage.googleapis.com/pages/US5659666-1.png
US-9519858-B2,Feature-augmented neural networks and applications of same ,"Microsoft Technology Licensing, Llc","Geoffrey G. Zweig, Tomas Mikolov",2013-02-10,2013-02-10,2016-12-13,2016-12-13,https://patents.google.com/patent/US9519858B2/en,https://patentimages.storage.googleapis.com/0b/3c/ee/31a94bbdac55a8/US09519858-20161213-D00000.png
US-6212508-B1,Process and arrangement for conditioning an input variable of a neural network ,Siemens Aktiengesellschaft,"Volkmar Sterzing, Volker Tresp, Jörg Maschlanka",1994-09-15,1995-09-13,2001-04-03,2001-04-03,https://patents.google.com/patent/US6212508B1/en,https://patentimages.storage.googleapis.com/1f/b6/b5/e251c383aa3ebc/US06212508-20010403-D00000.png
US-9941900-B1,Techniques for general-purpose lossless data compression using a recurrent neural network ,"Dropbox, Inc.","Daniel R. Horn, Jongmin Baek, Anatoly Yakovenko",2017-10-03,2017-10-03,2018-04-10,2018-04-10,https://patents.google.com/patent/US9941900B1/en,https://patentimages.storage.googleapis.com/74/8c/e2/dcb61107a25450/US09941900-20180410-D00000.png
US-9830709-B2,Video analysis with convolutional attention recurrent neural networks ,Qualcomm Incorporated,"Zhenyang LI, Efstratios GAVVES, Mihir JAIN, Cornelis Gerardus Maria SNOEK",2016-03-11,2016-08-26,2017-11-28,2017-11-28,https://patents.google.com/patent/US9830709B2/en,https://patentimages.storage.googleapis.com/da/4c/58/13914da1396494/US09830709-20171128-D00000.png
US-9336482-B1,Predicting likelihoods of conditions being satisfied using recurrent neural networks ,Google Inc.,"Gregory Sean Corrado, Ilya Sutskever, Jeffrey Adgate Dean",2015-07-27,2015-07-27,2016-05-10,2016-05-10,https://patents.google.com/patent/US9336482B1/en,https://patentimages.storage.googleapis.com/08/65/38/e351b17140ec6a/US09336482-20160510-D00000.png
US-9639070-B2,Controlling a turbine with a recurrent neural network ,Siemens Aktiengesellschaft,"Siegmund Düll, Steffen Udluft, Lina Weichbrodt",2012-04-23,2013-04-08,2017-05-02,2017-05-02,https://patents.google.com/patent/US9639070B2/en,https://patentimages.storage.googleapis.com/d7/c1/18/ee4dc17ef87bb6/US09639070-20170502-D00001.png
US-10032498-B2,Memory cell unit and recurrent neural network including multiple memory cell units ,"Samsung Electronics Co., Ltd., Universitaet Zuerich","Daniel Neil, Shih-Chii Liu, Michael Pfeiffer",2016-06-30,2016-11-09,2018-07-24,2018-07-24,https://patents.google.com/patent/US10032498B2/en,https://patentimages.storage.googleapis.com/29/b1/b7/c2563ca4919e96/US10032498-20180724-D00000.png
US-9652712-B2,Analyzing health events using recurrent neural networks ,Google Inc.,"Gregory Sean Corrado, Jeffrey Adgate Dean",2015-07-27,2015-07-27,2017-05-16,2017-05-16,https://patents.google.com/patent/US9652712B2/en,https://patentimages.storage.googleapis.com/b5/ba/ff/1bed56aacad277/US09652712-20170516-D00000.png
