search URL:,https://patents.google.com/?q=neural+networks&language=ENGLISH&oq=neural+networks
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-6236908-B1,Virtual vehicle sensors based on neural networks trained using data generated by simulation models ,"Ford Global Technologies, Inc.","Jie Cheng, Stephanie Mary LaCrosse, Anya Lynn Tascillo, Charles Edward Newman, Jr., George Carver Davis",1997-05-07,1997-05-07,2001-05-22,2001-05-22,https://patents.google.com/patent/US6236908B1/en,https://patentimages.storage.googleapis.com/12/9c/d5/db6f206c9f79fb/US06236908-20010522-D00000.png
US-6732052-B2,Method and apparatus for prediction control in drilling dynamics using neural networks ,Baker Hughes Incorporated,"Robert P. MacDonald, Volker Krueger, Vladimir Dubinsky, John D. Macpherson, Dmitriy Dashevskiy",2000-09-29,2001-09-28,2004-05-04,2004-05-04,https://patents.google.com/patent/US6732052B2/en,https://patentimages.storage.googleapis.com/bb/a8/51/792ac14d30b308/US06732052-20040504-D00000.png
US-5349541-A,Method and apparatus utilizing neural networks to predict a specified signal value within a multi-element system ,"Electric Power Research Institute, Inc.","Frank J. Alexandro, Jr., Robert W. Colley, Ali Ipakchi, Mostafa Khadem",1992-01-23,1992-01-23,1994-09-20,1994-09-20,https://patents.google.com/patent/US5349541A/en,https://patentimages.storage.googleapis.com/pages/US5349541-1.png
US-5317507-A,Method for document retrieval and for word sense disambiguation using neural networks ,Gallant Stephen I,Stephen I. Gallant,1990-11-07,1990-11-07,1994-05-31,1994-05-31,https://patents.google.com/patent/US5317507A/en,https://patentimages.storage.googleapis.com/pages/US5317507-1.png
US-6363369-B1,Dynamic synapse for signal processing in neural networks ,University Of Southern California,"Jim-Shih Liaw, Theodore W. Berger",1997-06-11,1998-06-11,2002-03-26,2002-03-26,https://patents.google.com/patent/US6363369B1/en,https://patentimages.storage.googleapis.com/e9/49/51/f0dd8bd334b3c9/US06363369-20020326-D00000.png
US-5283418-A,Automated rotor welding processes using neural networks ,Westinghouse Electric Corp.,"James C. Bellows, Serge P. Barton",1992-02-27,1992-02-27,1994-02-01,1994-02-01,https://patents.google.com/patent/US5283418A/en,https://patentimages.storage.googleapis.com/pages/US5283418-1.png
US-5239593-A,Optical pattern recognition using detector and locator neural networks ,"Nynex Science & Technology, Inc.","Ben S. Wittner, Keith Loris",1991-04-03,1991-04-03,1993-08-24,1993-08-24,https://patents.google.com/patent/US5239593A/en,https://patentimages.storage.googleapis.com/pages/US5239593-1.png
US-5740326-A,Circuit for searching/sorting data in neural networks ,International Business Machines Corporation,"Jean-Yves Boulet, Pascal Tannhof, Guy Paillet",1994-07-28,1995-06-07,1998-04-14,1998-04-14,https://patents.google.com/patent/US5740326A/en,https://patentimages.storage.googleapis.com/pages/US5740326-1.png
US-5774376-A,Structural health monitoring using active members and neural networks ,Manning; Raymund A.,Raymund A. Manning,1995-08-07,1995-08-07,1998-06-30,1998-06-30,https://patents.google.com/patent/US5774376A/en,https://patentimages.storage.googleapis.com/pages/US5774376-1.png
US-5745652-A,Adaptive resource allocation using neural networks ,International Business Machines Corporation,Joseph Phillip Bigus,1993-10-08,1995-05-31,1998-04-28,1998-04-28,https://patents.google.com/patent/US5745652A/en,https://patentimages.storage.googleapis.com/pages/US5745652-1.png
US-5159660-A,Universal process control using artificial neural networks ,Western Thunder,"Yong-Zai Lu, George S. Cheng, Michael Manoff",1990-08-09,1990-10-11,1992-10-27,1992-10-27,https://patents.google.com/patent/US5159660A/en,https://patentimages.storage.googleapis.com/pages/US5159660-1.png
US-6633855-B1,"Method, system, and program for filtering content using neural networks ",International Business Machines Corporation,John Jason Auvenshine,2000-01-06,2000-01-06,2003-10-14,2003-10-14,https://patents.google.com/patent/US6633855B1/en,https://patentimages.storage.googleapis.com/ed/40/ac/27e9ae75feafec/US06633855-20031014-D00000.png
US-4885757-A,Digital adaptive receiver employing maximum-likelihood sequence estimation with neural networks ,Texas Instruments Incorporated,John D. Provence,1987-06-01,1987-06-01,1989-12-05,1989-12-05,https://patents.google.com/patent/US4885757A/en,https://patentimages.storage.googleapis.com/pages/US4885757-1.png
US-5659667-A,Adaptive model predictive process control using neural networks ,The Regents Of The University Of California Office Of Technology Transfer,"Kevin L. Buescher, Christopher C. Baum, Roger D. Jones",1995-01-17,1995-01-17,1997-08-19,1997-08-19,https://patents.google.com/patent/US5659667A/en,https://patentimages.storage.googleapis.com/pages/US5659667-1.png
US-5241620-A,Embedding neural networks into spreadsheet applications ,"Promised Land Technologies, Inc.",Murray Ruggiero,1991-01-03,1991-01-03,1993-08-31,1993-08-31,https://patents.google.com/patent/US5241620A/en,https://patentimages.storage.googleapis.com/pages/US5241620-1.png
US-5014219-A,Mask controled neural networks ,White James A,James A. White,1988-05-06,1988-05-06,1991-05-07,1991-05-07,https://patents.google.com/patent/US5014219A/en,https://patentimages.storage.googleapis.com/pages/US5014219-1.png
US-5699449-A,Method and apparatus for implementation of neural networks for face recognition ,The University Of Connecticut,Bahram Javidi,1994-11-14,1994-11-14,1997-12-16,1997-12-16,https://patents.google.com/patent/US5699449A/en,https://patentimages.storage.googleapis.com/pages/US5699449-1.png
US-5426745-A,Apparatus including a pair of neural networks having disparate functions cooperating to perform instruction recognition ,"Hitachi, Ltd.","Toru Baji, Kouki Noguchi, Tetsuya Nakagawa, Motonobu Tonomura, Hajime Akimoto, Toshiaki Masuhara",1989-08-18,1994-03-03,1995-06-20,1995-06-20,https://patents.google.com/patent/US5426745A/en,https://patentimages.storage.googleapis.com/pages/US5426745-10.png
US-5740274-A,Method for recognizing object images and learning method for neural networks ,"Fuji Photo Film Co., Ltd.","Shuji Ono, Akira Osawa",1991-09-12,1994-08-29,1998-04-14,1998-04-14,https://patents.google.com/patent/US5740274A/en,https://patentimages.storage.googleapis.com/pages/US5740274-10.png
US-5402521-A,Method for recognition of abnormal conditions using neural networks ,Chiyoda Corporation,"Kazuo Niida, Ichirou Koshijima, Jun Tani, Toshikazu Hirobe",1990-02-28,1992-05-19,1995-03-28,1995-03-28,https://patents.google.com/patent/US5402521A/en,https://patentimages.storage.googleapis.com/pages/US5402521-10.png
US-5522863-A,Pulsating behavior monitoring and modification system for neural networks ,The United States Of America As Represented By The Secretary Of The Navy,"Mark L. Spano, William L. Ditto, Steven J. Schiff",1992-08-19,1994-08-19,1996-06-04,1996-06-04,https://patents.google.com/patent/US5522863A/en,https://patentimages.storage.googleapis.com/pages/US5522863-1.png
US-5649065-A,Optimal filtering by neural networks with range extenders and/or reducers ,Maryland Technology Corporation,"James Ting-Ho Lo, Lei Yu",1993-05-28,1993-08-09,1997-07-15,1997-07-15,https://patents.google.com/patent/US5649065A/en,https://patentimages.storage.googleapis.com/pages/US5649065-10.png
US-5251286-A,Method for estimating formation permeability from wireline logs using neural networks ,"Texaco, Inc.","Jacky M. Wiener, Robert F. Moll, John A. Rogers",1992-03-16,1992-03-16,1993-10-05,1993-10-05,https://patents.google.com/patent/US5251286A/en,https://patentimages.storage.googleapis.com/pages/US5251286-1.png
US-7545965-B2,Image modification and detection using massive training artificial neural networks (MTANN) ,The University Of Chicago,"Kenji Suzuki, Kunio Doi",2003-11-10,2003-11-10,2009-06-09,2009-06-09,https://patents.google.com/patent/US7545965B2/en,https://patentimages.storage.googleapis.com/d4/50/a6/67e91a0f6fa0c1/US07545965-20090609-D00000.png
US-4893255-A,Spike transmission for neural networks ,Analog Intelligence Corp.,"Max S. Tomlinson, Jr.",1988-05-31,1988-05-31,1990-01-09,1990-01-09,https://patents.google.com/patent/US4893255A/en,https://patentimages.storage.googleapis.com/pages/US4893255-1.png
US-6882992-B1,Neural networks for intelligent control ,Paul J. Werbos,Paul J. Werbos,1999-09-02,2000-09-01,2005-04-19,2005-04-19,https://patents.google.com/patent/US6882992B1/en,https://patentimages.storage.googleapis.com/8f/98/21/1d8c16dfed3395/US06882992-20050419-D00000.png
US-5200816-A,Method and apparatus for color processing with neural networks ,Scitex Corporation Ltd.,Oded M. Rose,1991-06-25,1991-07-19,1993-04-06,1993-04-06,https://patents.google.com/patent/US5200816A/en,https://patentimages.storage.googleapis.com/pages/US5200816-1.png
US-6574754-B1,Self-monitoring storage device using neural networks ,International Business Machines Corporation,Gordon James Smith,2000-02-14,2000-02-14,2003-06-03,2003-06-03,https://patents.google.com/patent/US6574754B1/en,https://patentimages.storage.googleapis.com/48/0e/15/0575f6e84c0e26/US06574754-20030603-D00000.png
US-5155801-A,Clustered neural networks ,Hughes Aircraft Company,William P. Lincoln,1990-10-09,1990-10-09,1992-10-13,1992-10-13,https://patents.google.com/patent/US5155801A/en,https://patentimages.storage.googleapis.com/pages/US5155801-1.png
US-5867816-A,Operator interactions for developing phoneme recognition by neural networks ,Ericsson Messaging Systems Inc.,Paul A. Nussbaum,1995-04-24,1997-02-28,1999-02-02,1999-02-02,https://patents.google.com/patent/US5867816A/en,https://patentimages.storage.googleapis.com/pages/US5867816-10.png
US-5398302-A,Method and apparatus for adaptive learning in neural networks ,Thrift; Philip,Philip Thrift,1990-02-07,1993-04-22,1995-03-14,1995-03-14,https://patents.google.com/patent/US5398302A/en,https://patentimages.storage.googleapis.com/pages/US5398302-1.png
US-8775341-B1,Intelligent control with hierarchical stacked neural networks ,Michael Lamport Commons,Michael Lamport Commons,2010-10-26,2011-10-25,2014-07-08,2014-07-08,https://patents.google.com/patent/US8775341B1/en,https://patentimages.storage.googleapis.com/dd/17/30/19ebd798572fe3/US08775341-20140708-D00000.png
US-5485545-A,Control method using neural networks and a voltage/reactive-power controller for a power system using the control method ,Mitsubishi Denki Kabushiki Kaisha,"Yasuhiro Kojima, Yoshio Izui, Tadahiro Goda, Sumie Kyomoto",1991-06-20,1994-08-26,1996-01-16,1996-01-16,https://patents.google.com/patent/US5485545A/en,https://patentimages.storage.googleapis.com/pages/US5485545-1.png
US-5249259-A,Genetic algorithm technique for designing neural networks ,Massachusetts Institute Of Technology,Robert L. Harvey,1990-01-23,1992-05-28,1993-09-28,1993-09-28,https://patents.google.com/patent/US5249259A/en,https://patentimages.storage.googleapis.com/pages/US5249259-10.png
US-6901391-B2,Field/reservoir optimization utilizing neural networks ,"Halliburton Energy Services, Inc.","Bruce H. Storm, Jr., Roger L. Schultz, John R. Dennis, John M. Richardson",2001-03-21,2002-01-18,2005-05-31,2005-05-31,https://patents.google.com/patent/US6901391B2/en,https://patentimages.storage.googleapis.com/03/3f/30/7a7c0ade76ebce/US06901391-20050531-D00000.png
US-4803736-A,Neural networks for machine vision ,The Trustees Of Boston University,"Stephen Grossberg, Ennio Mingolla",1985-11-27,1987-07-23,1989-02-07,1989-02-07,https://patents.google.com/patent/US4803736A/en,https://patentimages.storage.googleapis.com/pages/US4803736-1.png
US-7191161-B1,Method for constructing composite response surfaces by combining neural networks with polynominal interpolation or estimation techniques ,The United States Of America As Represented By The Administrator Of The National Aeronautics And Space Administration,"Man Mohan Rai, Nateri K. Madavan",2003-07-31,2003-07-31,2007-03-13,2007-03-13,https://patents.google.com/patent/US7191161B1/en,
US-5182794-A,Recurrent neural networks teaching system ,"Allen-Bradley Company, Inc.","Michael L. Gasperi, Wesley Davis",1990-07-12,1992-03-27,1993-01-26,1993-01-26,https://patents.google.com/patent/US5182794A/en,https://patentimages.storage.googleapis.com/pages/US5182794-1.png
US-5315162-A,Electrochemical synapses for artificial neural networks ,Hughes Aircraft Company,"John McHardy, Carl W. Townsend, Lin R. Higley, Frank A. Ludwig",1991-10-04,1991-10-04,1994-05-24,1994-05-24,https://patents.google.com/patent/US5315162A/en,https://patentimages.storage.googleapis.com/pages/US5315162-1.png
US-5751911-A,Real-time waveform analysis using artificial neural networks ,Goldman; Julian M.,Julian M. Goldman,1991-10-18,1996-11-12,1998-05-12,1998-05-12,https://patents.google.com/patent/US5751911A/en,https://patentimages.storage.googleapis.com/pages/US5751911-1.png
US-6728404-B1,Method for recognizing object images and learning method for neural networks ,"Fuji Photo Film Co., Ltd.","Shuji Ono, Akira Osawa",1991-09-12,1999-11-10,2004-04-27,2004-04-27,https://patents.google.com/patent/US6728404B1/en,https://patentimages.storage.googleapis.com/9b/2c/40/81857f77be572f/US06728404-20040427-D00000.png
US-5687286-A,Neural networks with subdivision ,Bar-Yam; Yaneer,Yaneer Bar-Yam,1992-11-02,1995-04-14,1997-11-11,1997-11-11,https://patents.google.com/patent/US5687286A/en,https://patentimages.storage.googleapis.com/pages/US5687286-10.png
US-5982403-A,Potential estimating apparatus using a plurality of neural networks for carrying out an electrographic process ,"Ricoh Company, Ltd.",Tatsuya Inagaki,1992-11-30,1997-07-16,1999-11-09,1999-11-09,https://patents.google.com/patent/US5982403A/en,https://patentimages.storage.googleapis.com/pages/US5982403-1.png
US-5388186-A,Differential process controller using artificial neural networks ,At&T Corp.,Chinmoy B. Bose,1993-02-01,1993-02-01,1995-02-07,1995-02-07,https://patents.google.com/patent/US5388186A/en,https://patentimages.storage.googleapis.com/pages/US5388186-1.png
US-7672920-B2,Apparatus and method for embedding recurrent neural networks into the nodes of a self-organizing map ,Sony Corporation,"Masato Ito, Katsuki Minamino, Yukiko Yoshiike, Hirotaka Suzuki, Kenta Kawamoto",2006-01-31,2007-01-30,2010-03-02,2010-03-02,https://patents.google.com/patent/US7672920B2/en,
US-9015093-B1,Intelligent control with hierarchical stacked neural networks ,Michael Lamport Commons,Michael Lamport Commons,2010-10-26,2011-10-25,2015-04-21,2015-04-21,https://patents.google.com/patent/US9015093B1/en,https://patentimages.storage.googleapis.com/83/95/1f/b14bca9b8f389e/US09015093-20150421-D00000.png
US-4809193-A,Microprocessor assemblies forming adaptive neural networks ,Jourjine Alexander N,Alexander N. Jourjine,1987-03-16,1987-03-16,1989-02-28,1989-02-28,https://patents.google.com/patent/US4809193A/en,https://patentimages.storage.googleapis.com/pages/US4809193-1.png
US-5822741-A,Neural network/conceptual clustering fraud detection architecture ,Lockheed Martin Corporation,Scott Fischthal,1996-02-05,1996-02-05,1998-10-13,1998-10-13,https://patents.google.com/patent/US5822741A/en,https://patentimages.storage.googleapis.com/pages/US5822741-1.png
US-5060278-A,Pattern recognition apparatus using a neural network system ,"Ricoh Company, Ltd.",Kenji Fukumizu,1989-05-20,1990-05-15,1991-10-22,1991-10-22,https://patents.google.com/patent/US5060278A/en,https://patentimages.storage.googleapis.com/pages/US5060278-1.png
US-5095443-A,Plural neural network system having a successive approximation learning method ,"Ricoh Company, Ltd.",Sumio Watanabe,1988-10-07,1989-10-04,1992-03-10,1992-03-10,https://patents.google.com/patent/US5095443A/en,https://patentimages.storage.googleapis.com/pages/US5095443-1.png
US-7395251-B2,Neural networks for prediction and control ,International Business Machines Corporation,Ralph Linsker,2005-07-01,2005-07-01,2008-07-01,2008-07-01,https://patents.google.com/patent/US7395251B2/en,
US-5285522-A,Neural networks for acoustical pattern recognition ,The Trustees Of The University Of Pennsylvania,Paul H. Mueller,1987-12-03,1991-10-08,1994-02-08,1994-02-08,https://patents.google.com/patent/US5285522A/en,https://patentimages.storage.googleapis.com/pages/US5285522-1.png
US-7367339-B2,Neural networks in sedation and analgesia systems ,"Scott Laboratories, Inc.",Randall S. Hickle,2002-10-03,2003-10-03,2008-05-06,2008-05-06,https://patents.google.com/patent/US7367339B2/en,https://patentimages.storage.googleapis.com/US7367339B2/US07367339-20080506-D00000.png
US-5408424-A,Optimal filtering by recurrent neural networks ,Lo; James T.,James T. Lo,1993-05-28,1993-05-28,1995-04-18,1995-04-18,https://patents.google.com/patent/US5408424A/en,https://patentimages.storage.googleapis.com/pages/US5408424-10.png
US-6601053-B1,Optimized artificial neural networks ,Koninklijke Philips Electronics N.V.,"J. David Schaffer, Larry J. Eshelman, Richard A. Caruana",1989-05-19,2000-05-25,2003-07-29,2003-07-29,https://patents.google.com/patent/US6601053B1/en,https://patentimages.storage.googleapis.com/a5/f4/5e/8652fa7e530b14/US06601053-20030729-D00000.png
US-5245696-A,Evolution and learning in neural networks: the number and distribution of learning trials affect the rate of evolution ,"Ricoh Co. Ltd., Ricoh Corporation","David G. Stork, Ronald C. Keesing",1990-11-21,1990-11-21,1993-09-14,1993-09-14,https://patents.google.com/patent/US5245696A/en,https://patentimages.storage.googleapis.com/pages/US5245696-1.png
US-7475072-B1,Context-based search visualization and context management using neural networks ,"Quintura, Inc.",Alexander V. Ershov,2005-09-26,2006-08-30,2009-01-06,2009-01-06,https://patents.google.com/patent/US7475072B1/en,https://patentimages.storage.googleapis.com/aa/a1/7e/026b7c27f4e11a/US07475072-20090106-D00001.png
US-5336937-A,Programmable analog synapse and neural networks incorporating same ,State University Of New York,"Ramalingam Sridhar, Seokjin Kim, Yong-Chul Shin, Naidu C. R. Bogineni",1992-08-28,1992-08-28,1994-08-09,1994-08-09,https://patents.google.com/patent/US5336937A/en,https://patentimages.storage.googleapis.com/pages/US5336937-1.png
US-5532950-A,Dynamic digital filter using neural networks ,Wadia Digital Corporation,"Donald W. Moses, Charles H. Hustig, James Kinne, Hossein L. Najafi",1994-04-25,1994-04-25,1996-07-02,1996-07-02,https://patents.google.com/patent/US5532950A/en,https://patentimages.storage.googleapis.com/pages/US5532950-10.png
US-6754380-B1,Method of training massive training artificial neural networks (MTANN) for the detection of abnormalities in medical images ,The University Of Chicago,"Kenji Suzuki, Kunio Doi",2003-02-14,2003-02-14,2004-06-22,2004-06-22,https://patents.google.com/patent/US6754380B1/en,https://patentimages.storage.googleapis.com/93/c7/52/b2417d99a746dd/US06754380-20040622-D00000.png
US-5377307-A,System and method of global optimization using artificial neural networks ,Schlumberger Technology Corporation,"Josiah C. Hoskins, Glenn A. Kramer",1992-10-07,1992-10-07,1994-12-27,1994-12-27,https://patents.google.com/patent/US5377307A/en,https://patentimages.storage.googleapis.com/pages/US5377307-1.png
US-6438493-B1,Method for seismic facies interpretation using textural analysis and neural networks ,Exxonmobil Upstream Research Co.,"Brian P. West, Steven R. May",2000-09-29,2001-09-06,2002-08-20,2002-08-20,https://patents.google.com/patent/US6438493B1/en,https://patentimages.storage.googleapis.com/fe/0a/82/dee59991d1006a/US06438493-20020820-D00000.png
US-8527276-B1,Speech synthesis using deep neural networks ,Google Inc.,"Andrew William Senior, Byungha Chun, Michael Schuster",2012-10-25,2012-10-25,2013-09-03,2013-09-03,https://patents.google.com/patent/US8527276B1/en,https://patentimages.storage.googleapis.com/b3/a0/c3/3c17cd1c0e6dd7/US08527276-20130903-D00000.png
US-6658396-B1,Neural network drug dosage estimation ,"Tang Sharon S, Cornelius Diamond, Scott Arouh","Sharon S. Tang, Cornelius Diamond, Scott Arouh",1999-11-29,1999-11-29,2003-12-02,2003-12-02,https://patents.google.com/patent/US6658396B1/en,https://patentimages.storage.googleapis.com/53/66/39/4102b82006dd0b/US06658396-20031202-D00000.png
US-6324532-B1,Method and apparatus for training a neural network to detect objects in an image ,Sarnoff Corporation,"Clay Douglas Spence, Paul Sajda",1997-02-07,1999-12-15,2001-11-27,2001-11-27,https://patents.google.com/patent/US6324532B1/en,https://patentimages.storage.googleapis.com/1b/d4/f7/98d4b0d9dcbb7d/US06324532-20011127-D00000.png
US-7426501-B2,Nanotechnology neural network methods and systems ,"Knowntech, Llc",Alex Nugent,2003-07-18,2003-12-15,2008-09-16,2008-09-16,https://patents.google.com/patent/US7426501B2/en,https://patentimages.storage.googleapis.com/55/ac/fd/fb11466b20431b/US07426501-20080916-D00002.png
US-6052679-A,Artificial neural networks including Boolean-complete compartments ,International Business Machines Corporation,"Manuel Aparicio, IV, Yen-Min Huang",1997-09-11,1997-09-11,2000-04-18,2000-04-18,https://patents.google.com/patent/US6052679A/en,https://patentimages.storage.googleapis.com/pages/US6052679-1.png
US-5907629-A,Method of estimating chromaticity of illumination using neural networks ,"Funt; Brian Vicent, Cardei; Vlad Constantin, Barnard; Jacobus Joubert","Brian Vicent Funt, Vlad Constantin Cardei, Jacobus Joubert Barnard",1996-11-15,1996-11-15,1999-05-25,1999-05-25,https://patents.google.com/patent/US5907629A/en,https://patentimages.storage.googleapis.com/pages/US5907629-2.png
US-5303330-A,Hybrid multi-layer neural networks ,"Bell Communications Research, Inc.","Marvin H. Gersho, Randall R. Reiter",1991-06-03,1992-12-17,1994-04-12,1994-04-12,https://patents.google.com/patent/US5303330A/en,https://patentimages.storage.googleapis.com/pages/US5303330-1.png
US-4760437-A,Neural networks ,"American Telephone And Telegraph Company, At&T Bell Laboratories","John S. Denker, Richard E. Howard, Lawrence D. Jackel",1986-01-03,1986-01-03,1988-07-26,1988-07-26,https://patents.google.com/patent/US4760437A/en,https://patentimages.storage.googleapis.com/pages/US4760437-1.png
US-6119112-A,Optimum cessation of training in neural networks ,International Business Machines Corporation,Ronald Roscoe Bush,1997-11-19,1997-11-19,2000-09-12,2000-09-12,https://patents.google.com/patent/US6119112A/en,https://patentimages.storage.googleapis.com/pages/US6119112-1.png
US-5926804-A,Discriminant neural networks ,"The Board Of Governors For Higher Education, State Of Rhode Island And Providence Plantations","Donald W. Tufts, Qi Li",1994-07-01,1994-07-01,1999-07-20,1999-07-20,https://patents.google.com/patent/US5926804A/en,https://patentimages.storage.googleapis.com/pages/US5926804-1.png
US-6480792-B1,Fatigue monitoring systems and methods incorporating neural networks ,British Aerospace Public Limited Company,Terence Prendergast,1998-10-22,1999-12-10,2002-11-12,2002-11-12,https://patents.google.com/patent/US6480792B1/en,https://patentimages.storage.googleapis.com/c7/51/25/47cd69368d010d/US06480792-20021112-D00000.png
US-5943659-A,Deterministic encoding of fuzzy finite state automata in continuous recurrent neural networks ,"Nec Research Institute, Inc.","C. Lee Giles, Christian Walter Omlin, Karvel Kuhn Thornber",1995-10-03,1995-10-03,1999-08-24,1999-08-24,https://patents.google.com/patent/US5943659A/en,https://patentimages.storage.googleapis.com/pages/US5943659-1.png
US-5696838-A,Pattern searching method using neural networks and correlation ,"Sony Corporation, Sony Corp. Of America","Chinchuan Chiu, Toru Oki, Philip Paolella",1993-04-27,1995-01-23,1997-12-09,1997-12-09,https://patents.google.com/patent/US5696838A/en,https://patentimages.storage.googleapis.com/pages/US5696838-1.png
US-5140670-A,Cellular neural network ,Regents Of The University Of California,"Leon O. Chua, Lin Yang",1989-10-05,1989-10-05,1992-08-18,1992-08-18,https://patents.google.com/patent/US5140670A/en,https://patentimages.storage.googleapis.com/pages/US5140670-1.png
US-5740324-A,Method for process system identification using neural network ,Honeywell,"Anoop Mathur, Tariq Samad",1990-10-10,1996-07-11,1998-04-14,1998-04-14,https://patents.google.com/patent/US5740324A/en,https://patentimages.storage.googleapis.com/pages/US5740324-1.png
US-5673367-A,Method for neural network control of motion using real-time environmental feedback ,Buckley; Theresa M.,Theresa M. Buckley,1992-10-01,1994-09-15,1997-09-30,1997-09-30,https://patents.google.com/patent/US5673367A/en,https://patentimages.storage.googleapis.com/pages/US5673367-2.png
US-5224203-A,On-line process control neural network using data pointers ,"E. I. Du Pont De Nemours & Co., Inc.",Richard D. Skeirik,1990-08-03,1992-07-22,1993-06-29,1993-06-29,https://patents.google.com/patent/US5224203A/en,https://patentimages.storage.googleapis.com/pages/US5224203-10.png
US-5467428-A,Artificial neural network method and architecture adaptive signal filtering ,Ulug; Mehmet E.,Mehmet E. Ulug,1991-06-06,1994-08-15,1995-11-14,1995-11-14,https://patents.google.com/patent/US5467428A/en,https://patentimages.storage.googleapis.com/pages/US5467428-2.png
US-5720002-A,Neural network and method of using same ,Motorola Inc.,Shay-Ping Thomas Wang,1993-06-14,1995-04-17,1998-02-17,1998-02-17,https://patents.google.com/patent/US5720002A/en,https://patentimages.storage.googleapis.com/pages/US5720002-10.png
US-7398259-B2,Training of a physical neural network ,"Knowmtech, Llc",Alex Nugent,2002-03-12,2004-10-21,2008-07-08,2008-07-08,https://patents.google.com/patent/US7398259B2/en,
US-5353207-A,Residual activation neural network ,"Pavilion Technologies, Inc.","James D. Keeler, Eric J. Hartman, Kadir Liano, Ralph B. Ferguson",1992-06-10,1992-06-10,1994-10-04,1994-10-04,https://patents.google.com/patent/US5353207A/en,https://patentimages.storage.googleapis.com/pages/US5353207-1.png
US-6678669-B2,Method for selecting medical and biochemical diagnostic tests using neural network-related applications ,Adeza Biomedical Corporation,"Jerome Lapointe, Duane DeSieno",1996-02-09,1997-08-14,2004-01-13,2004-01-13,https://patents.google.com/patent/US6678669B2/en,https://patentimages.storage.googleapis.com/1c/20/18/14aa843b75eaba/US06678669-20040113-D00000.png
