search URL:,https://patents.google.com/?q=%28deep+neural+networks%29&language=ENGLISH&oq=%28deep+neural+networks%29+language:ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-2013138589-A1,Exploiting sparseness in training deep neural networks ,Microsoft Corporation,"Dong Yu, Li Deng, Frank Torsten Bernd Seide, Gang Li",2011-11-28,2011-11-28,2013-05-30,,https://patents.google.com/patent/US20130138589A1/en,https://patentimages.storage.googleapis.com/89/06/84/1fe1e060626d1f/US20130138589A1-20130530-D00000.png
US-2014257805-A1,Multilingual deep neural network ,Microsoft Corporation,"Jui-Ting Huang, Jinyu Li, Dong Yu, Li Deng, Yifan Gong",2013-03-11,2013-03-11,2014-09-11,,https://patents.google.com/patent/US20140257805A1/en,https://patentimages.storage.googleapis.com/16/dd/5c/904b2f75a40ece/US20140257805A1-20140911-D00000.png
CN-103778414-A,Real-time face recognition method based on deep neural network ,杭州电子科技大学,"罗志增, 邢健飞, 席旭刚, 高云园",2014-01-17,2014-01-17,2014-05-07,,https://patents.google.com/patent/CN103778414A/en,
CN-103345656-A,Method and device for data identification based on multitask deep neural network ,中国科学院自动化研究所,"谭铁牛, 王亮, 王威, 黄岩",2013-07-17,2013-07-17,2013-10-09,,https://patents.google.com/patent/CN103345656A/en,
US-2015161522-A1,Method and system for joint training of hybrid neural networks for acoustic modeling in automatic speech recognition ,International Business Machines Corporation,"George A. Saon, Hagen Soltau",2013-12-06,2014-06-24,2015-06-11,,https://patents.google.com/patent/US20150161522A1/en,https://patentimages.storage.googleapis.com/5f/3d/87/181fd9ce26e682/US20150161522A1-20150611-D00000.png
US-2014067738-A1,Training Deep Neural Network Acoustic Models Using Distributed Hessian-Free Optimization ,International Business Machines Corporation,Brian E. D. Kingsbury,2012-08-28,2013-03-04,2014-03-06,,https://patents.google.com/patent/US20140067738A1/en,https://patentimages.storage.googleapis.com/e0/44/95/47a66e3ff8be1f/US20140067738A1-20140306-D00000.png
US-2015161994-A1,Method and Apparatus for Speech Recognition Using Neural Networks with Speaker Adaptation ,"Nuance Communications, Inc.","Yun Tang, Venkatesh Nagesha, Xing Fan",2013-12-05,2013-12-05,2015-06-11,,https://patents.google.com/patent/US20150161994A1/en,https://patentimages.storage.googleapis.com/0e/0b/ca/58f50fd349aaa7/US20150161994A1-20150611-D00000.png
US-2015255061-A1,Low-footprint adaptation and personalization for a deep neural network ,Microsoft Corporation,"Jian Xue, Jinyu Li, Dong Yu, Michael L. Seltzer, Yifan Gong",2014-03-07,2014-03-07,2015-09-10,,https://patents.google.com/patent/US20150255061A1/en,https://patentimages.storage.googleapis.com/22/0d/f1/73b9c1b85b5da3/US20150255061A1-20150910-D00000.png
US-8965112-B1,Sequence transcription with deep neural networks ,Google Inc.,"Julian Ibarz, Yaroslav Bulatov, Ian Goodfellow",2013-12-09,2013-12-17,2015-02-24,2015-02-24,https://patents.google.com/patent/US8965112B1/en,https://patentimages.storage.googleapis.com/02/0d/17/d2a88bcf14c44a/US08965112-20150224-D00000.png
CN-103605972-A,Non-restricted environment face verification method based on block depth neural network ,康江科技(北京)有限责任公司,不公告发明人,2013-12-10,2013-12-10,2014-02-26,,https://patents.google.com/patent/CN103605972A/en,
US-2015170002-A1,Object detection using deep neural networks ,Google Inc.,"Christian Szegedy, Dumitru Erhan, Alexander Toshkov Toshev",2013-05-31,2014-05-27,2015-06-18,,https://patents.google.com/patent/US20150170002A1/en,https://patentimages.storage.googleapis.com/22/b2/de/6d72efaaf519d9/US20150170002A1-20150618-D00000.png
US-2014067735-A1,Computer-implemented deep tensor neural network ,Microsoft Corporation,"Dong Yu, Li Deng, Frank Seide",2012-08-29,2012-08-29,2014-03-06,,https://patents.google.com/patent/US20140067735A1/en,https://patentimages.storage.googleapis.com/6e/c6/1b/15b6433ac18f15/US20140067735A1-20140306-D00000.png
US-2011182469-A1,3d convolutional neural networks for automatic human action recognition ,"Nec Laboratories America, Inc.","Shuiwang Ji, Wei Xu, Ming Yang, Kai Yu",2010-01-28,2010-06-11,2011-07-28,,https://patents.google.com/patent/US20110182469A1/en,https://patentimages.storage.googleapis.com/83/02/69/df5ae7390674a7/US20110182469A1-20110728-D00000.png
US-2015127594-A1,Transfer learning for deep neural network based hotword detection ,Google Inc.,"Maria Carolina Parada San Martin, Guoguo Chen, Georg Heigold",2013-11-04,2014-03-31,2015-05-07,,https://patents.google.com/patent/US20150127594A1/en,https://patentimages.storage.googleapis.com/a9/fe/d2/824ecf7ea485a1/US20150127594A1-20150507-D00000.png
US-2015324690-A1,Deep Learning Training System ,Microsoft Corporation,"Trishul A. Chilimbi, Yutaka Suzue, Johnson R. Apacible, Karthik Kalyanaraman",2014-05-08,2014-09-22,2015-11-12,,https://patents.google.com/patent/US20150324690A1/en,https://patentimages.storage.googleapis.com/fb/b0/a8/640005e8019e4f/US20150324690A1-20151112-D00000.png
US-2013212052-A1,Tensor deep stacked neural network ,Microsoft Corporation,"Dong Yu, Li Deng, Brian Hutchinson",2012-02-15,2012-02-15,2013-08-15,,https://patents.google.com/patent/US20130212052A1/en,https://patentimages.storage.googleapis.com/c1/b5/b2/7d2b52e7543c33/US20130212052A1-20130815-D00000.png
US-2015310862-A1,Deep learning for semantic parsing including semantic utterance classification ,Microsoft Corporation,"Yann Nicolas Dauphin, Dilek Z. Hakkani-Tur, Gokhan Tur, Larry Paul Heck",2014-04-24,2014-04-24,2015-10-29,,https://patents.google.com/patent/US20150310862A1/en,https://patentimages.storage.googleapis.com/66/c8/05/912acb36ec7f7f/US20150310862A1-20151029-D00000.png
US-2015340032-A1,Training multiple neural networks with different accuracy ,Google Inc.,Alexander H. Gruenstein,2014-05-23,2014-05-23,2015-11-26,,https://patents.google.com/patent/US20150340032A1/en,https://patentimages.storage.googleapis.com/d9/c0/75/312fb62dd41e66/US20150340032A1-20151126-D00000.png
US-2014257804-A1,Exploiting heterogeneous data in deep neural network-based speech recognition systems ,Microsoft Corporation,"Jinyu Li, Dong Yu, Yifan Gong",2013-03-07,2013-03-07,2014-09-11,,https://patents.google.com/patent/US20140257804A1/en,https://patentimages.storage.googleapis.com/6f/8e/ed/dfa7401fd5f992/US20140257804A1-20140911-D00000.png
CN-104077599-A,Polarization SAR image classification method based on deep neural network ,西安电子科技大学,"侯彪, 寇宏达, 焦李成, 王爽, 张向荣, 马文萍",2014-07-04,2014-07-04,2014-10-01,,https://patents.google.com/patent/CN104077599A/en,
US-2016099010-A1,"Convolutional, long short-term memory, fully connected deep neural networks ",Google Inc.,"Tara N. Sainath, Andrew W. Senior, Oriol Vinyals, Hasim Sak",2014-10-03,2015-09-08,2016-04-07,,https://patents.google.com/patent/US20160099010A1/en,https://patentimages.storage.googleapis.com/17/4c/f8/c6809a45d4ec05/US20160099010A1-20160407-D00000.png
US-2015112182-A1,Method and System for Machine Learning Based Assessment of Fractional Flow Reserve ,Siemens Aktiengesellschaft,"Puneet Sharma, Ali Kamen, Bogdan Georgescu, Frank Sauer, Dorin Comaniciu, Yefeng Zheng, Hien Nguyen, Vivek Kumar Singh",2013-10-17,2014-10-16,2015-04-23,,https://patents.google.com/patent/US20150112182A1/en,https://patentimages.storage.googleapis.com/8a/0c/10/f2246196762d78/US20150112182A1-20150423-D00000.png
US-2016328643-A1,Method and System for Approximating Deep Neural Networks for Anatomical Object Detection ,Siemens Aktiengesellschaft,"David Liu, Nathan Lay, Shaohua Kevin Zhou, Jan KRETSCHMER, Hien Nguyen, Vivek Kumar Singh, Yefeng Zheng, Bogdan Georgescu, Dorin Comaniciu",2015-05-07,2015-05-07,2016-11-10,,https://patents.google.com/patent/US20160328643A1/en,https://patentimages.storage.googleapis.com/2a/f4/73/31f14febcb910c/US20160328643A1-20161110-D00000.png
CN-104573731-A,Rapid target detection method based on convolutional neural network ,厦门大学,"王菡子, 郭冠军, 严严",2015-02-06,2015-02-06,2015-04-29,,https://patents.google.com/patent/CN104573731A/en,
US-9240184-B1,Frame-level combination of deep neural network and gaussian mixture models ,Google Inc.,"Hui Lin, Xin Lei, Vincent Vanhoucke",2012-11-15,2013-02-12,2016-01-19,2016-01-19,https://patents.google.com/patent/US9240184B1/en,https://patentimages.storage.googleapis.com/5d/75/c1/ccc68330de5ae6/US09240184-20160119-D00000.png
CN-103530689-A,Deep learning-based clustering method ,中国科学院自动化研究所,"谭铁牛, 王亮, 黄永祯, 宋纯锋",2013-10-31,2013-10-31,2014-01-22,,https://patents.google.com/patent/CN103530689A/en,
US-2016019459-A1,Noise-enhanced convolutional neural networks ,University Of Southern California,"Kartik Audhkhasi, Bart Kosko, Osonde Osoba",2014-07-18,2015-07-20,2016-01-21,,https://patents.google.com/patent/US20160019459A1/en,https://patentimages.storage.googleapis.com/05/12/6b/0eccf028fb7a13/US20160019459A1-20160121-D00000.png
US-2016180195-A1,Augmenting Layer-Based Object Detection With Deep Convolutional Neural Networks ,Toyota Jidosha Kabushiki Kaisha,"Eric Martinson, Veeraganesh Yalla",2013-09-06,2016-02-19,2016-06-23,,https://patents.google.com/patent/US20160180195A1/en,https://patentimages.storage.googleapis.com/af/af/a1/2370032fd65af6/US20160180195A1-20160623-D00000.png
US-2016328644-A1,Adaptive selection of artificial neural networks ,Qualcomm Incorporated,"Dexu Lin, Venkata Sreekanta Reddy ANNAPUREDDY, Sachin Subhash TALATHI, Mark Staskauskas, Aniket Vartak, Regan Blythe TOWAL, David Jonathan Julian, Anthony Sarah",2015-05-08,2015-10-08,2016-11-10,,https://patents.google.com/patent/US20160328644A1/en,https://patentimages.storage.googleapis.com/1e/8e/29/59f9de237b2003/US20160328644A1-20161110-D00000.png
US-2015066496-A1,Assignment of semantic labels to a sequence of words using neural network architectures ,Microsoft Corporation,"Anoop Deoras, Kaisheng Yao, Xiaodong He, Li Deng, Geoffrey Gerson Zweig, Ruhi Sarikaya, Dong Yu, Mei-Yuh Hwang, Gregoire Mesnil",2013-09-02,2013-09-02,2015-03-05,,https://patents.google.com/patent/US20150066496A1/en,https://patentimages.storage.googleapis.com/36/1f/58/17c0ad9f7c42d8/US20150066496A1-20150305-D00000.png
CN-104112263-A,Method for fusing full-color image and multispectral image based on deep neural network ,南京理工大学,"黄伟, 肖亮, 韦志辉",2014-06-28,2014-06-28,2014-10-22,,https://patents.google.com/patent/CN104112263A/en,
US-2015161995-A1,Learning front-end speech recognition parameters within neural network training ,"Nuance Communications, Inc.","Tara N. Sainath, Brian E.D. Kingsbury, Abdel-rahman Mohamed, Bhuvana Ramabhadran",2013-12-06,2014-12-05,2015-06-11,,https://patents.google.com/patent/US20150161995A1/en,https://patentimages.storage.googleapis.com/ee/5e/30/3f791d8dade0cc/US20150161995A1-20150611-D00000.png
US-2017032222-A1,Cross-trained convolutional neural networks using multimodal images ,Xerox Corporation,"Arjun Sharma, Pramod Sankar Kompalli",2015-07-30,2015-07-30,2017-02-02,,https://patents.google.com/patent/US20170032222A1/en,https://patentimages.storage.googleapis.com/5f/cb/99/824a6e024c83d5/US20170032222A1-20170202-D00000.png
US-9373057-B1,Training a neural network to detect objects in images ,Google Inc.,"Dumitru Erhan, Christian Szegedy, Dragomir Anguelov",2013-11-01,2014-10-30,2016-06-21,2016-06-21,https://patents.google.com/patent/US9373057B1/en,https://patentimages.storage.googleapis.com/4f/8b/0e/3d07a951d75861/US09373057-20160621-D00000.png
US-2015363688-A1,Modeling interestingness with deep neural networks ,Microsoft Corporation,"Jianfeng Gao, Li Deng, Michael Gamon, Xiaodong He, Patrick Pantel",2014-06-13,2014-06-13,2015-12-17,,https://patents.google.com/patent/US20150363688A1/en,https://patentimages.storage.googleapis.com/b9/57/f8/fe5d5f72e642c6/US20150363688A1-20151217-D00000.png
CN-104866810-A,Face recognition method of deep convolutional neural network ,北京工业大学,"孙艳丰, 齐光磊, 胡永利",2015-04-10,2015-04-10,2015-08-26,,https://patents.google.com/patent/CN104866810A/en,
US-2016239706-A1,Convolution matrix multiply with callback for deep tiling for deep convolutional neural networks ,Qualcomm Incorporated,"Daniel Hendricus Franciscus DIJKMAN, Matthew BADIN",2015-02-13,2015-09-03,2016-08-18,,https://patents.google.com/patent/US20160239706A1/en,https://patentimages.storage.googleapis.com/24/3d/bc/69ff983198a1bf/US20160239706A1-20160818-D00000.png
US-2015149165-A1,Speaker Adaptation of Neural Network Acoustic Models Using I-Vectors ,International Business Machines Corporation,George A. Saon,2013-11-27,2014-09-29,2015-05-28,,https://patents.google.com/patent/US20150149165A1/en,https://patentimages.storage.googleapis.com/bd/8d/42/a182a0904d06f4/US20150149165A1-20150528-D00000.png
US-2016259994-A1,Digital image processing using convolutional neural networks ,Accenture Global Service Limited,"Arun Ravindran, Ozlem Celik-Tinmaz, Mohamed Badawy",2015-03-04,2015-03-04,2016-09-08,,https://patents.google.com/patent/US20160259994A1/en,https://patentimages.storage.googleapis.com/07/01/e8/9ea2ea6745300f/US20160259994A1-20160908-D00000.png
US-2014288928-A1,System and method for applying a convolutional neural network to speech recognition ,"Gerald Bradley PENN, Hui Jiang, Ossama Abdelhamid Mohamed Abdelhamid, Abdel-rahman Samir Abdel-rahman Mohamed","Gerald Bradley PENN, Hui Jiang, Ossama Abdelhamid Mohamed Abdelhamid, Abdel-rahman Samir Abdel-rahman Mohamed",2013-03-25,2013-03-25,2014-09-25,,https://patents.google.com/patent/US20140288928A1/en,https://patentimages.storage.googleapis.com/59/a1/29/fa0152e385c3c5/US20140288928A1-20140925-D00000.png
US-9324022-B2,Classifying data with deep learning neural records incrementally refined through expert input ,"Signal/Sense, Inc.","David Russell Williams, Jr., Luke Robert Gutzwiller, Megan Ursula Hazen, Brigham Sterling Anderson, Alan McIntyre, Tom Abeles",2014-03-04,2015-03-04,2016-04-26,2016-04-26,https://patents.google.com/patent/US9324022B2/en,https://patentimages.storage.googleapis.com/34/1b/a9/280b5ae6e041ed/US09324022-20160426-D00000.png
US-9263036-B1,System and method for speech recognition using deep recurrent neural networks ,Google Inc.,Alexander B. Graves,2012-11-29,2013-11-26,2016-02-16,2016-02-16,https://patents.google.com/patent/US9263036B1/en,https://patentimages.storage.googleapis.com/1c/d0/cd/3c54b356a4c93f/US09263036-20160216-D00000.png
CN-103824054-A,Cascaded depth neural network-based face attribute recognition method ,北京旷视科技有限公司,"印奇, 曹志敏, 姜宇宁, 杨东",2014-02-17,2014-02-17,2014-05-28,,https://patents.google.com/patent/CN103824054A/en,
US-2015100530-A1,Methods and apparatus for reinforcement learning ,Google Inc.,"Volodymyr Mnih, Koray Kavukcuoglu",2013-10-08,2013-12-05,2015-04-09,,https://patents.google.com/patent/US20150100530A1/en,https://patentimages.storage.googleapis.com/05/fd/4b/dcc15ba3580e01/US20150100530A1-20150409-D00000.png
US-2015139485-A1,Pose-aligned networks for deep attribute modeling ,"Facebook, Inc.",Lubomir Dimitrov Bourdev,2013-11-15,2014-02-07,2015-05-21,,https://patents.google.com/patent/US20150139485A1/en,https://patentimages.storage.googleapis.com/0f/d7/3a/6b546f5ffbaeec/US20150139485A1-20150521-D00000.png
US-9286524-B1,Multi-task deep convolutional neural networks for efficient and robust traffic lane detection ,"Toyota Motor Engineering & Manufacturing North America, Inc., University Of Technology, Sydney","Xue Mei, Danil V. Prokhorov, Jun Li, Dacheng Tao",2015-04-15,2015-04-15,2016-03-15,2016-03-15,https://patents.google.com/patent/US9286524B1/en,https://patentimages.storage.googleapis.com/27/2e/00/20a0ff06ab4272/US09286524-20160315-D00000.png
US-2015293976-A1,Context-Sensitive Search Using a Deep Learning Model ,Microsoft Corporation,"Chenlei Guo, Jianfeng Gao, Ye-Yi Wang, Li Deng, Xiaodong He",2014-04-14,2014-04-14,2015-10-15,,https://patents.google.com/patent/US20150293976A1/en,https://patentimages.storage.googleapis.com/91/2a/8f/f85501e2f4b2f3/US20150293976A1-20151015-D00000.png
US-2015117760-A1,Regionlets with Shift Invariant Neural Patterns for Object Detection ,"Nec Laboratories America, Inc.","Xiaoyu Wang, Yuanqing Lin, Will Zou, Miao SUN",2013-10-30,2014-10-17,2015-04-30,,https://patents.google.com/patent/US20150117760A1/en,https://patentimages.storage.googleapis.com/a3/92/7e/f34e891cf21e93/US20150117760A1-20150430-D00000.png
CN-103996056-A,Tattoo image classification method based on deep learning ,浙江工业大学,"张永良, 肖健伟, 高思斌, 肖刚",2014-04-08,2014-04-08,2014-08-20,,https://patents.google.com/patent/CN103996056A/en,
US-2016093048-A1,Deep similarity learning for multimodal medical images ,Siemens Healthcare Gmbh,"Xi Cheng, Li Zhang, Yefeng Zheng",2014-09-25,2015-09-25,2016-03-31,,https://patents.google.com/patent/US20160093048A1/en,https://patentimages.storage.googleapis.com/5e/ce/21/6d0eac4c474b47/US20160093048A1-20160331-D00000.png
CN-103150596-A,Training system of back propagation neural network DNN (Deep Neural Network) ,百度在线网络技术（北京）有限公司,欧阳剑,2013-02-22,2013-02-22,2013-06-12,,https://patents.google.com/patent/CN103150596A/en,
WO-2014205231-A1,Deep learning framework for generic object detection ,The Regents Of The University Of Michigan,"Honglak LEE, Kihyuk SOHN",2013-06-19,2014-06-19,2014-12-24,,https://patents.google.com/patent/WO2014205231A1/en,
US-2016063359-A1,Processing images using deep neural networks ,Google Inc.,"Christian Szegedy, Vincent O. Vanhoucke",2014-08-29,2015-08-28,2016-03-03,,https://patents.google.com/patent/US20160063359A1/en,https://patentimages.storage.googleapis.com/7a/8d/ac/2ee4e76c661849/US20160063359A1-20160303-D00000.png
US-2015161987-A1,Systems and methods for accelerating hessian-free optimization for deep neural networks by implicit preconditioning and sampling ,International Business Machines Corporation,"Lior Horesh, Brian E.D. Kingsbury, Tara N. Sainath",2013-12-06,2014-09-29,2015-06-11,,https://patents.google.com/patent/US20150161987A1/en,https://patentimages.storage.googleapis.com/45/e9/12/55df24d1403582/US20150161987A1-20150611-D00000.png
KR-101657495-B1,Image recognition method using deep learning analysis modular systems ,(주)한국플랫폼서비스기술,"이준혁, 제성관",2015-09-04,2015-09-04,2016-09-30,2016-09-30,https://patents.google.com/patent/KR101657495B1/en,https://patentimages.storage.googleapis.com/8b/eb/69/b84ce3ae4c4b6e/112015086254612-pat00001.png
CN-103413174-A,Short-term wind speed multi-step prediction method based on deep learning method ,哈尔滨工业大学,"于达仁, 万杰, 胡清华, 刘金福, 郭钰锋, 苏鹏宇",2013-08-30,2013-08-30,2013-11-27,,https://patents.google.com/patent/CN103413174A/en,
CN-104616033-A,Fault diagnosis method for rolling bearing based on deep learning and SVM (Support Vector Machine) ,重庆大学,"刘嘉敏, 刘军委, 刘亦哲, 罗甫林, 彭玲, 黄鸿",2015-02-13,2015-02-13,2015-05-13,,https://patents.google.com/patent/CN104616033A/en,
CN-104616032-A,Multi-camera system target matching method based on deep-convolution neural network ,浙江工商大学,"王慧燕, 王勋, 何肖爽, 陈卫刚",2015-01-30,2015-01-30,2015-05-13,,https://patents.google.com/patent/CN104616032A/en,
US-9466292-B1,Online incremental adaptation of deep neural networks using auxiliary Gaussian mixture models in speech recognition ,Google Inc.,"Xin Lei, Petar Aleksic",2013-05-03,2013-05-03,2016-10-11,2016-10-11,https://patents.google.com/patent/US9466292B1/en,https://patentimages.storage.googleapis.com/c9/92/20/b57236d52b0b8f/US09466292-20161011-D00000.png
US-9460711-B1,"Multilingual, acoustic deep neural networks ",Google Inc.,"Vincent Olivier Vanhoucke, Jeffrey Adgate Dean, Georg Heigold, Marc'aurelio Ranzato, Matthieu Devin, Patrick An Phu Nguyen, Andrew William Senior",2013-04-15,2013-04-15,2016-10-04,2016-10-04,https://patents.google.com/patent/US9460711B1/en,https://patentimages.storage.googleapis.com/18/c7/c5/ed45d7fd78b631/US09460711-20161004-D00000.png
US-2014310218-A1,High-Order Semi-RBMs and Deep Gated Neural Networks for Feature Interaction Identification and Non-Linear Semantic Indexing ,"Nec Laboratories America, Inc.","Renqiang Min, Bing Bai",2013-04-11,2014-04-02,2014-10-16,,https://patents.google.com/patent/US20140310218A1/en,https://patentimages.storage.googleapis.com/f8/fd/a6/411b10c8de031f/US20140310218A1-20141016-D00000.png
CN-104200224-A,Valueless image removing method based on deep convolutional neural networks ,西北工业大学,"张艳宁, 杨涛, 屈冰欣",2014-08-28,2014-08-28,2014-12-10,,https://patents.google.com/patent/CN104200224A/en,
US-2015248608-A1,Deep Convolutional Neural Networks for Automated Scoring of Constructed Responses ,Educational Testing Service,"Derrick Higgins, Lei Chen, Michael Heilman, Klaus Zechner, Nitin Madnani",2014-02-28,2015-02-27,2015-09-03,,https://patents.google.com/patent/US20150248608A1/en,https://patentimages.storage.googleapis.com/f9/74/c3/74be1c0ef1da21/US20150248608A1-20150903-D00000.png
US-2015032449-A1,Method and Apparatus for Using Convolutional Neural Networks in Speech Recognition ,"Nuance Communications, Inc.","Tara N. Sainath, Abdel-Rahman S. Mohamed, Brian E. D. Kingsbury, Bhuvana Ramabhadran",2013-07-26,2013-07-26,2015-01-29,,https://patents.google.com/patent/US20150032449A1/en,https://patentimages.storage.googleapis.com/ba/21/0c/96028b74fd70ec/US20150032449A1-20150129-D00000.png
US-2016275947-A1,Variable-component deep neural network for robust speech recognition ,"Microsoft Technology Licensing, Llc","Jinyu Li, Rui Zhao, Yifan Gong",2014-09-09,2014-09-09,2016-09-22,,https://patents.google.com/patent/US20160275947A1/en,https://patentimages.storage.googleapis.com/c8/f2/34/0f7cce096b009d/US20160275947A1-20160922-D00000.png
US-2016321784-A1,Reducing image resolution in deep convolutional networks ,Qualcomm Incorporated,Venkata Sreekanta Reddy ANNAPUREDDY,2015-04-28,2015-09-18,2016-11-03,,https://patents.google.com/patent/US20160321784A1/en,https://patentimages.storage.googleapis.com/98/e2/4e/e84377d5aecab4/US20160321784A1-20161103-D00000.png
CN-105160866-A,Traffic flow prediction method based on deep learning nerve network structure ,浙江高速信息工程技术有限公司,"黄步添, 方玖琳",2015-08-07,2015-08-07,2015-12-16,,https://patents.google.com/patent/CN105160866A/en,
US-2015363634-A1,Face Hallucination Using Convolutional Neural Networks ,"Beijing Kuangshi Technology Co.,Ltd.","Qi Yin, Zhimin Cao, Erjin Zhou",2014-06-17,2014-06-17,2015-12-17,,https://patents.google.com/patent/US20150363634A1/en,https://patentimages.storage.googleapis.com/8d/fc/4a/941ca6fde3cf42/US20150363634A1-20151217-D00000.png
CN-103680496-A,"Deep-neural-network-based acoustic model training method, hosts and system ",百度在线网络技术（北京）有限公司,"贾磊, 苏丹, 胡娜",2013-12-19,2013-12-19,2014-03-26,,https://patents.google.com/patent/CN103680496A/en,
CN-104299006-A,Vehicle license plate recognition method based on deep neural network ,中国传媒大学,巩微,2014-07-23,2014-07-23,2015-01-21,,https://patents.google.com/patent/CN104299006A/en,
US-2016034814-A1,Noise-boosted back propagation and deep learning neural networks ,University Of Southern California,"Kartik Audhkhasi, Osonde Osoba, Bart Kosko",2014-08-01,2015-08-03,2016-02-04,,https://patents.google.com/patent/US20160034814A1/en,https://patentimages.storage.googleapis.com/35/42/bb/04f0b180473e3a/US20160034814A1-20160204-D00000.png
US-2016142266-A1,Extracting dependencies between network assets using deep learning ,Battelle Memorial Institute,"Thomas E. Carroll, Satish Chikkagoudar, Thomas W. Edgar, Kiri J. Oler, Kristine M. Arthur, Daniel M. Johnson, Lars J. Kangas",2014-11-19,2014-11-19,2016-05-19,,https://patents.google.com/patent/US20160142266A1/en,https://patentimages.storage.googleapis.com/2f/61/a2/d1485265ae895d/US20160142266A1-20160519-D00000.png
CN-105488565-A,Calculation apparatus and method for accelerator chip accelerating deep neural network algorithm ,中国科学院计算技术研究所,"李震, 刘少礼, 张士锦, 罗韬, 钱诚, 陈云霁, 陈天石",2015-11-17,2015-11-17,2016-04-13,,https://patents.google.com/patent/CN105488565A/en,
US-2016379352-A1,Label-free non-reference image quality assessment via deep neural network ,"Samsung Electronics Co., Ltd.","Qiang Zhang, Zhengping Ji, Lilong SHI, Ilia Ovsiannikov",2015-06-24,2015-11-03,2016-12-29,,https://patents.google.com/patent/US20160379352A1/en,https://patentimages.storage.googleapis.com/2f/2d/98/07e5fdfebbaa63/US20160379352A1-20161229-D00000.png
CN-104866727-A,Deep learning-based method for analyzing medical data and intelligent analyzer thereof ,陈宽,陈宽,2015-06-02,2015-06-02,2015-08-26,,https://patents.google.com/patent/CN104866727A/en,
