search URL:,https://patents.google.com/?q=%28information+processing%29&language=ENGLISH&oq=%28information+processing%29+language:ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-6282526-B1,Fuzzy logic based system and method for information processing with uncertain input data ,The United States Of America As Represented By The Secretary Of The Navy,Chidambar Ganesh,1999-01-20,1999-01-20,2001-08-28,2001-08-28,https://patents.google.com/patent/US6282526B1/en,https://patentimages.storage.googleapis.com/c3/ab/a5/5f05038de93f37/US06282526-20010828-D00000.png
US-5067834-A,Input keyboard apparatus for information processing device and other keyboard devices ,"Szmanda Jeffrey P, Szmanda William J","Jeffrey P. Szmanda, William J. Szmanda",1989-07-07,1989-07-07,1991-11-26,1991-11-26,https://patents.google.com/patent/US5067834A/en,https://patentimages.storage.googleapis.com/pages/US5067834-1.png
US-6681220-B1,Reduction and optimization of information processing systems ,International Business Machines Corporation,"Marc A. Kaplan, Kelly Anne Shaw, Daniel C. Sturman",1999-05-28,1999-05-28,2004-01-20,2004-01-20,https://patents.google.com/patent/US6681220B1/en,https://patentimages.storage.googleapis.com/6f/91/9b/71cf00d21e5367/US06681220-20040120-D00000.png
US-6505100-B1,Distributed vehicle information processing and vehicle control system ,Daimlerchrysler Ag,"Matthias Stuempfle, Akthar Jameel, Axel Fuchs",1999-03-02,2000-03-02,2003-01-07,2003-01-07,https://patents.google.com/patent/US6505100B1/en,https://patentimages.storage.googleapis.com/f1/d5/7d/87c89f0c8bdb1d/US06505100-20030107-D00000.png
US-5777605-A,"Coordinate inputting method and apparatus, and information processing apparatus ",Sony Corporation,"Hitoshi Yoshinobu, Masahiro Nakano, Kazuhiro Akaike",1995-05-12,1996-05-09,1998-07-07,1998-07-07,https://patents.google.com/patent/US5777605A/en,https://patentimages.storage.googleapis.com/pages/US5777605-1.png
US-5530673-A,Flash memory control method and information processing system therewith ,"Hitachi, Ltd., Hitachi Keiyo Engineering Co., Ltd., Hitachi Ulsi Engineering Corp.","Tsunehiro Tobita, Jun Kitahara, Takashi Tsunehiro, Kunihiro Katayama, Ryuichi Hattori, Yukihiro Seki, Hajime Yamagami, Takashi Totsuka, Takeshi Wada, Yosio Takaya, Manabu Saito, Kenichi Kaki, Takao Okubo, Takashi Kikuchi, Masamichi Kishi, Takeshi Suzuki, Shigeru Kadowaki",1993-04-08,1994-04-08,1996-06-25,1996-06-25,https://patents.google.com/patent/US5530673A/en,https://patentimages.storage.googleapis.com/pages/US5530673-10.png
US-6522347-B1,"Display apparatus, portable information processing apparatus, information recording medium, and electronic apparatus ",Seiko Epson Corporation,"Keisuke Tsuji, Hiroaki Sakai",2000-01-18,2000-01-18,2003-02-18,2003-02-18,https://patents.google.com/patent/US6522347B1/en,https://patentimages.storage.googleapis.com/81/89/89/a428b54afa72bb/US06522347-20030218-D00000.png
US-5367623-A,"Information processing apparatus capable of opening two or more windows on screen, one window containing a page and other windows containing supplemental information ",Sharp Kabushiki Kaisha,"Toshiyuki Iwai, Kunihiko Iizuka, Yumi Yamauchi, Atsushi Aoki, Noboru Kubo",1990-09-25,1991-09-25,1994-11-22,1994-11-22,https://patents.google.com/patent/US5367623A/en,https://patentimages.storage.googleapis.com/pages/US5367623-1.png
US-6597378-B1,"Display device, portable information processing apparatus, information storage medium, and electronic apparatus ",Seiko Epson Corporation,"Atsushi Shiraishi, Roy Nakashima",2000-01-18,2000-01-18,2003-07-22,2003-07-22,https://patents.google.com/patent/US6597378B1/en,https://patentimages.storage.googleapis.com/4e/04/b9/f182fae1a7db18/US06597378-20030722-D00000.png
US-6285368-B1,Image display system and image display apparatus and information processing apparatus in the system ,Canon Kabushiki Kaisha,Toshiyuki Sudo,1997-02-10,1998-02-02,2001-09-04,2001-09-04,https://patents.google.com/patent/US6285368B1/en,https://patentimages.storage.googleapis.com/b3/9d/67/7f853fe712d8a7/US06285368-20010904-D00000.png
US-5848134-A,Method and apparatus for real-time information processing in a multi-media system ,Sony Corporation,"Emiko Sekiguchi, Naoya Kurami, Tadaharu Koga",1996-01-31,1997-01-27,1998-12-08,1998-12-08,https://patents.google.com/patent/US5848134A/en,https://patentimages.storage.googleapis.com/pages/US5848134-1.png
US-6088307-A,"Wobble signal detecting circuit, wobble abnormality detecting circuit, information processing apparatus using these circuits and method and recording medium used in the apparatus or method ","Hitachi, Ltd.","Tetsuya Fushimi, Toshimitsu Kaku, Tetsuya Ikeda, Toshiaki Ishibashi, Kazuo Shigematsu",1997-03-19,1998-03-18,2000-07-11,2000-07-11,https://patents.google.com/patent/US6088307A/en,https://patentimages.storage.googleapis.com/pages/US6088307-1.png
US-5404470-A,Information processing apparatus for processing instructions by out-of-order execution ,"Matsushita Electric Industrial Co., Ltd.",Jiro Miyake,1991-11-26,1992-11-13,1995-04-04,1995-04-04,https://patents.google.com/patent/US5404470A/en,https://patentimages.storage.googleapis.com/pages/US5404470-1.png
US-6509707-B2,"Information processing device, information processing method and storage medium ",Sony Corporation,"Junichi Yamashita, Hiroaki Ogawa, Hitoshi Honda, Helmut Lucke, Hideshi Tamaru, Yaeko Fujita",1999-12-28,2000-12-27,2003-01-21,2003-01-21,https://patents.google.com/patent/US6509707B2/en,https://patentimages.storage.googleapis.com/4a/36/22/14cbdb26059266/US06509707-20030121-D00000.png
US-5608910-A,"Method for updating a control program for an information processing apparatus, and an information processing apparatus for updating a control program of an associated rewritable memory or a memory disk ",Canon Kabushiki Kaisha,Masami Shimakura,1990-03-23,1994-05-09,1997-03-04,1997-03-04,https://patents.google.com/patent/US5608910A/en,https://patentimages.storage.googleapis.com/pages/US5608910-1.png
US-5258855-A,Information processing methodology ,"System X, L. P.","Robert Lech, Mitchell A. Medina, Catherine B. Elias",1991-03-20,1991-03-20,1993-11-02,1993-11-02,https://patents.google.com/patent/US5258855A/en,https://patentimages.storage.googleapis.com/pages/US5258855-1.png
US-5113041-A,Information processing ,At&T Bell Laboratories,"Greg E. Blonder, Robert A. Boie",1990-12-28,1990-12-28,1992-05-12,1992-05-12,https://patents.google.com/patent/US5113041A/en,https://patentimages.storage.googleapis.com/pages/US5113041-1.png
US-5574625-A,Portable information processing apparatus having multiple rotatable port covers ,Kabushiki Kaisha Toshiba,"Keizo Ohgami, Ryo Hosoya",1992-06-22,1995-07-25,1996-11-12,1996-11-12,https://patents.google.com/patent/US5574625A/en,https://patentimages.storage.googleapis.com/pages/US5574625-1.png
US-5479509-A,"Method for signature of an information processing file, and apparatus for implementing it ",Bull Cp8,Michel Ugon,1993-04-06,1994-04-06,1995-12-26,1995-12-26,https://patents.google.com/patent/US5479509A/en,https://patentimages.storage.googleapis.com/pages/US5479509-1.png
US-4652933-A,Image information processing system ,"Ricoh Company, Ltd.",Takaho Koshiishi,1983-08-29,1984-08-22,1987-03-24,1987-03-24,https://patents.google.com/patent/US4652933A/en,https://patentimages.storage.googleapis.com/pages/US4652933-1.png
US-7053916-B2,Information presentation apparatus and information processing method thereof ,Canon Kabushiki Kaisha,"Toshihiro Kobayashi, Masakazu Fujiki",2002-07-31,2003-07-25,2006-05-30,2006-05-30,https://patents.google.com/patent/US7053916B2/en,
US-6336142-B1,Methods and apparatus for downloading data between an information processing device and an external device via a wireless communications technique ,International Business Machines Corporation,"Naotaka Kato, Yoshihisa Kanada",1997-06-02,2000-01-19,2002-01-01,2002-01-01,https://patents.google.com/patent/US6336142B1/en,https://patentimages.storage.googleapis.com/18/07/cb/c31d22edfe3476/US06336142-20020101-D00000.png
US-5652858-A,Method for prefetching pointer-type data structure and information processing apparatus therefor ,"Hitachi, Ltd.","Tetsuhiko Okada, Osamu Nishii, Hiroshi Takeda",1994-06-06,1995-05-31,1997-07-29,1997-07-29,https://patents.google.com/patent/US5652858A/en,https://patentimages.storage.googleapis.com/pages/US5652858-1.png
US-4177514-A,Graph architecture information processing system ,General Electric Company,Charle R. Rupp,1976-11-12,1977-11-22,1979-12-04,1979-12-04,https://patents.google.com/patent/US4177514A/en,https://patentimages.storage.googleapis.com/pages/US4177514-1.png
US-4494862-A,Computerized information processing system equipped with copying apparatus ,Minolta Camera Kabushiki Kaisha,Atsuyuki Tanaka,1980-09-30,1981-09-28,1985-01-22,1985-01-22,https://patents.google.com/patent/US4494862A/en,https://patentimages.storage.googleapis.com/pages/US4494862-1.png
US-5825875-A,"Process for loading a protected storage zone of an information processing device, and associated device ",Cp8 Transac,Michel Ugon,1994-10-11,1995-10-11,1998-10-20,1998-10-20,https://patents.google.com/patent/US5825875A/en,https://patentimages.storage.googleapis.com/pages/US5825875-1.png
US-7143039-B1,Providing menu and other services for an information processing system using a telephone or other audio interface ,"Tellme Networks, Inc.","Lisa Joy Stifelman, Hadi Partovi, Haleh Partovi, David Bryan Alpert, Matthew Talin Marx, Scott James Bailey, Kyle D. Sims, Darby McDonough Bailey, Roderick Steven Brathwaite, Eugene Koh, Angus Macdonald Davis",2000-08-11,2000-08-11,2006-11-28,2006-11-28,https://patents.google.com/patent/US7143039B1/en,https://patentimages.storage.googleapis.com/US7143039B1/US07143039-20061128-D00000.png
US-5436639-A,Information processing system ,"Hitachi, Ltd.","Toshifumi Arai, Hiroshi Shojima, Soshiro Kuzunuki, Masaki Miura, Toshimi Yokota, Keiko Gunji, Kazuo Aisaka, Tooru Numata, Hideki Sakao, Yasushi Fukunaga",1993-03-16,1994-03-15,1995-07-25,1995-07-25,https://patents.google.com/patent/US5436639A/en,https://patentimages.storage.googleapis.com/pages/US5436639-1.png
US-5880386-A,Musical information processing system with automatic data transfer ,Yamaha Corporation,"Masatada Wachi, Hideo Suzuki, Motoichi Tamura, Masashi Hirano",1995-11-30,1996-11-26,1999-03-09,1999-03-09,https://patents.google.com/patent/US5880386A/en,https://patentimages.storage.googleapis.com/pages/US5880386-1.png
US-5796406-A,Gesture-based input information processing apparatus ,Sharp Kabushiki Kaisha,"Hiroyuki Shigematsu, Yutaka Nakamura, Munenori Sakamoto, Hiroyuki Nagasawa, Hiroshi Nakao, Yasuhiro Nakajima, Masaaki Kurata",1992-10-21,1995-06-01,1998-08-18,1998-08-18,https://patents.google.com/patent/US5796406A/en,https://patentimages.storage.googleapis.com/pages/US5796406-1.png
US-6085323-A,Information processing system having function of securely protecting confidential information ,Kabushiki Kaisha Toshiba,"Hideo Shimizu, Satomi Hori, Naoki Endoh, Toshiaki Saisho",1996-04-15,1997-04-14,2000-07-04,2000-07-04,https://patents.google.com/patent/US6085323A/en,https://patentimages.storage.googleapis.com/pages/US6085323-1.png
US-6304684-B1,Information processing system and method of using same ,"Cyberecord, Inc.","Marek A. Niczyporuk, Glenn S. Kimball",2000-02-15,2000-02-15,2001-10-16,2001-10-16,https://patents.google.com/patent/US6304684B1/en,https://patentimages.storage.googleapis.com/ee/64/90/3376829c26afb7/US06304684-20011016-D00000.png
US-5111504-A,Information processing apparatus with replaceable security element ,General Instrument Corporation,"James N. Esserman, Paul Moroney",1990-08-17,1990-08-17,1992-05-05,1992-05-05,https://patents.google.com/patent/US5111504A/en,https://patentimages.storage.googleapis.com/pages/US5111504-1.png
US-6809724-B1,Display apparatus and portable information processing apparatus ,Seiko Epson Corporation,"Atsushi Shiraishi, Roy Nakashima",2000-01-18,2000-01-18,2004-10-26,2004-10-26,https://patents.google.com/patent/US6809724B1/en,https://patentimages.storage.googleapis.com/4b/7c/28/0efa04c60c8677/US06809724-20041026-D00000.png
US-4867570-A,Three-dimensional information processing method and apparatus for obtaining three-dimensional information of object by projecting a plurality of pattern beams onto object ,Canon Kabushiki Kaisha,"Kanehiro Sorimachi, Shigeru Yamada, Yasurou Sakamoto",1985-12-10,1988-12-22,1989-09-19,1989-09-19,https://patents.google.com/patent/US4867570A/en,https://patentimages.storage.googleapis.com/pages/US4867570-1.png
US-5917322-A,Method and apparatus for quantum information processing ,Massachusetts Institute Of Technology,"Neil Gershenfeld, Isaac Chuang",1996-10-08,1996-10-08,1999-06-29,1999-06-29,https://patents.google.com/patent/US5917322A/en,https://patentimages.storage.googleapis.com/pages/US5917322-1.png
US-5828568-A,"Information processing apparatus, processing method thereof, and power supply control method therefor ",Canon Kabushiki Kaisha,"Shinichi Sunakawa, Kazutoshi Shimada, Eisaku Tatsumi, Shigeki Mori, Kazuhiro Matsubayashi, Takashi Harada, Katsuhiko Nagasaki, Ryoji Fukuda",1994-05-09,1997-09-18,1998-10-27,1998-10-27,https://patents.google.com/patent/US5828568A/en,https://patentimages.storage.googleapis.com/pages/US5828568-1.png
US-6154359-A,Portable information processing apparatus ,Fujitsu Limited,"Hideaki Kamikakai, Katsuichi Goto",1996-12-02,1997-10-31,2000-11-28,2000-11-28,https://patents.google.com/patent/US6154359A/en,https://patentimages.storage.googleapis.com/pages/US6154359-10.png
US-6067224-A,Portable information processing apparatus with an improved acoustic effect ,Fujitsu Limited,Atsunobu Nobuchi,1997-10-03,1998-03-26,2000-05-23,2000-05-23,https://patents.google.com/patent/US6067224A/en,https://patentimages.storage.googleapis.com/pages/US6067224-1.png
US-6297795-B1,Small information processing apparatus ,International Business Machines Corporation,"Naotaka Kato, Itiro Siio, Hiroki Murata, Toru Aihara",1997-02-24,1998-01-30,2001-10-02,2001-10-02,https://patents.google.com/patent/US6297795B1/en,https://patentimages.storage.googleapis.com/30/e4/db/82d0261cbe3aa2/US06297795-20011002-D00000.png
US-6035414-A,Reliability of crossbar switches in an information processing system ,"Hitachi, Ltd.","Koichi Okazawa, Toshiaki Tarui, Yasuyuki Okada",1996-11-08,1997-11-03,2000-03-07,2000-03-07,https://patents.google.com/patent/US6035414A/en,https://patentimages.storage.googleapis.com/pages/US6035414-1.png
US-6754665-B1,"Information processing apparatus, information processing method, and storage medium ",Sony Corporation,"Motomasa Futagami, Youji Kawamoto, Hirofumi Kawamura, Motohiko Nagano",1999-06-24,2000-06-13,2004-06-22,2004-06-22,https://patents.google.com/patent/US6754665B1/en,https://patentimages.storage.googleapis.com/ab/f0/ff/6cd71822fa94d4/US06754665-20040622-D00000.png
US-5790785-A,World Wide Web registration information processing system ,"Customer Communications Group, Inc.","John R. Klug, Thad D. Peterson",1995-12-11,1996-02-02,1998-08-04,1998-08-04,https://patents.google.com/patent/US5790785A/en,https://patentimages.storage.googleapis.com/pages/US5790785-1.png
US-5193185-A,Method and means for lineage tracing of a spatial information processing and database system ,David Lanter,David Lanter,1989-05-15,1989-05-15,1993-03-09,1993-03-09,https://patents.google.com/patent/US5193185A/en,https://patentimages.storage.googleapis.com/pages/US5193185-10.png
US-5443320-A,Information processing system with printing function ,International Business Machines Corporation,"Hiroaki Agata, Toshitaka Imai, Noboru Kamijo, Toshiki Takahashi",1992-05-21,1993-05-21,1995-08-22,1995-08-22,https://patents.google.com/patent/US5443320A/en,https://patentimages.storage.googleapis.com/pages/US5443320-1.png
