search URL:,https://patents.google.com/?q=%28recurrent+neural+networks%29&language=ENGLISH&oq=%28recurrent+neural+networks%29+language:ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-102411308-A,Adaptive control method of dissolved oxygen (DO) based on recurrent neural network (RNN) model ,北京工业大学,"乔俊飞, 陈启丽, 韩红桂",2011-12-24,2011-12-24,2012-04-11,,https://patents.google.com/patent/CN102411308A/en,
CN-101625735-A,FPGA implementation method based on LS-SVM classification and recurrence learning recurrence neural network ,西安理工大学,涵 刘,2009-08-13,2009-08-13,2010-01-13,,https://patents.google.com/patent/CN101625735A/en,
US-2016099010-A1,"Convolutional, long short-term memory, fully connected deep neural networks ",Google Inc.,"Tara N. Sainath, Andrew W. Senior, Oriol Vinyals, Hasim Sak",2014-10-03,2015-09-08,2016-04-07,,https://patents.google.com/patent/US20160099010A1/en,https://patentimages.storage.googleapis.com/17/4c/f8/c6809a45d4ec05/US20160099010A1-20160407-D00000.png
US-6272480-B1,Method and arrangement for the neural modelling of a dynamic system with non-linear stochastic behavior ,Siemens Aktiengesellschaft,"Volker Tresp, Thomas Briegel",1997-10-17,1998-10-19,2001-08-07,2001-08-07,https://patents.google.com/patent/US6272480B1/en,https://patentimages.storage.googleapis.com/e3/ab/7c/c81d3c701eb643/US06272480-20010807-D00000.png
US-2014229158-A1,Feature-Augmented Neural Networks and Applications of Same ,Microsoft Corporation,"Geoffrey G. Zweig, Tomas Mikolov, Alejandro Acero",2013-02-10,2013-02-10,2014-08-14,,https://patents.google.com/patent/US20140229158A1/en,https://patentimages.storage.googleapis.com/1a/4e/9a/6a3801243760aa/US20140229158A1-20140814-D00000.png
WO-2008132066-A1,A method for computer-assisted learning of one or more neural networks ,Siemens Aktiengesellschaft,"Alexey Minin, Ilya Mokhov",2007-04-27,2008-04-18,2008-11-06,,https://patents.google.com/patent/WO2008132066A1/en,
US-6151592-A,"Recognition apparatus using neural network, and learning method therefor ",Seiko Epson Corporation,Mitsuhiro Inazumi,1995-06-07,1998-01-20,2000-11-21,2000-11-21,https://patents.google.com/patent/US6151592A/en,https://patentimages.storage.googleapis.com/pages/US6151592-10.png
US-6092018-A,Trained neural network engine idle speed control system ,"Ford Global Technologies, Inc.","Gintaras Vincent Puskorius, Lee Albert Feldkamp, Leighton Ira Davis",1996-02-05,1996-02-05,2000-07-18,2000-07-18,https://patents.google.com/patent/US6092018A/en,https://patentimages.storage.googleapis.com/pages/US6092018-1.png
US-2015066496-A1,Assignment of semantic labels to a sequence of words using neural network architectures ,Microsoft Corporation,"Anoop Deoras, Kaisheng Yao, Xiaodong He, Li Deng, Geoffrey Gerson Zweig, Ruhi Sarikaya, Dong Yu, Mei-Yuh Hwang, Gregoire Mesnil",2013-09-02,2013-09-02,2015-03-05,,https://patents.google.com/patent/US20150066496A1/en,https://patentimages.storage.googleapis.com/36/1f/58/17c0ad9f7c42d8/US20150066496A1-20150305-D00000.png
US-6292791-B1,Method and apparatus of synthesizing plucked string instruments using recurrent neural networks ,Industrial Technology Research Institute,"Wen-yu Su, Sheng-fu Liang, Tien-Ho Chung",1998-02-27,1998-06-16,2001-09-18,2001-09-18,https://patents.google.com/patent/US6292791B1/en,https://patentimages.storage.googleapis.com/c4/52/38/02258fb42734e7/US06292791-20010918-D00000.png
US-5732382-A,Method for identifying misfire events of an internal combustion engine ,"Ford Global Technologies, Inc.","Gintaras Vincent Puskorius, Lee Albert Feldkamp, Kenneth Andrew Marko, John Victor James, Timothy Mark Feldkamp",1996-11-06,1996-11-06,1998-03-24,1998-03-24,https://patents.google.com/patent/US5732382A/en,https://patentimages.storage.googleapis.com/pages/US5732382-1.png
US-7181768-B1,Computer intrusion detection system and method based on application monitoring ,Cigital,"Anup K. Ghosh, Michael Schatz, Christoph C. Michael, Aaron Schwartzbard",1999-10-28,2000-10-30,2007-02-20,2007-02-20,https://patents.google.com/patent/US7181768B1/en,https://patentimages.storage.googleapis.com/US7181768B1/US07181768-20070220-D00000.png
US-5425130-A,Apparatus for transforming voice using neural networks ,"Lockheed Sanders, Inc.",David P. Morgan,1990-07-11,1993-04-16,1995-06-13,1995-06-13,https://patents.google.com/patent/US5425130A/en,https://patentimages.storage.googleapis.com/pages/US5425130-1.png
US-6578020-B1,Method and system for converting code to executable code using neural networks implemented in a very large scale integration (VLSI) integrated circuit ,International Business Machines Corporation,Chung T. Nguyen,1999-12-07,1999-12-07,2003-06-10,2003-06-10,https://patents.google.com/patent/US6578020B1/en,https://patentimages.storage.googleapis.com/2e/2f/10/269bceee75064c/US06578020-20030610-D00000.png
CN-101385645-A,Electrocardiograph detection method based on quantum simple recursion neural network ,中国民航大学,王淑艳,2008-10-14,2008-10-14,2009-03-18,,https://patents.google.com/patent/CN101385645A/en,
US-2015161522-A1,Method and system for joint training of hybrid neural networks for acoustic modeling in automatic speech recognition ,International Business Machines Corporation,"George A. Saon, Hagen Soltau",2013-12-06,2014-06-24,2015-06-11,,https://patents.google.com/patent/US20150161522A1/en,https://patentimages.storage.googleapis.com/5f/3d/87/181fd9ce26e682/US20150161522A1-20150611-D00000.png
US-2003115164-A1,"Neural network representation for system dynamics models, and its applications ","Bingchiang Jeng, Yao-Tsung Chen","Bingchiang Jeng, Yao-Tsung Chen",2001-07-31,2001-07-31,2003-06-19,,https://patents.google.com/patent/US20030115164A1/en,https://patentimages.storage.googleapis.com/a3/3f/a8/f16b9fcd2d9f25/US20030115164A1-20030619-D00000.png
US-2004015461-A1,Risk-averting method of training neural networks and estimating regression models ,Lo James Ting-Ho,James Lo,2002-07-13,2002-07-13,2004-01-22,,https://patents.google.com/patent/US20040015461A1/en,https://patentimages.storage.googleapis.com/ae/ab/04/2b92553c5ca570/US20040015461A1-20040122-D00000.png
US-2015363688-A1,Modeling interestingness with deep neural networks ,Microsoft Corporation,"Jianfeng Gao, Li Deng, Michael Gamon, Xiaodong He, Patrick Pantel",2014-06-13,2014-06-13,2015-12-17,,https://patents.google.com/patent/US20150363688A1/en,https://patentimages.storage.googleapis.com/b9/57/f8/fe5d5f72e642c6/US20150363688A1-20151217-D00000.png
US-2015340034-A1,Recognizing speech using neural networks ,Google Inc.,"Johan Schalkwyk, Francoise Beaufays, Hasim Sak, John Giannandrea",2014-05-22,2015-05-22,2015-11-26,,https://patents.google.com/patent/US20150340034A1/en,https://patentimages.storage.googleapis.com/62/64/40/abd83d6bb6a6e3/US20150340034A1-20151126-D00000.png
US-5774823-A,Method of generation correction tables for misfire detection using neural networks ,"Ford Global Technologies, Inc.","John Victor James, Timothy Mark Feldkamp, Kenneth Andrew Marko, Lee Albert Feldkamp, Gintaras Vincent Puskorius",1997-09-04,1997-09-04,1998-06-30,1998-06-30,https://patents.google.com/patent/US5774823A/en,https://patentimages.storage.googleapis.com/pages/US5774823-1.png
EP-0519501-A2,A control method using neural networks and a voltage/reactive power controller for a power system ,Mitsubishi Denki Kabushiki Kaisha,"Tadahiro Mitsubishi Denki K.K. Goda, Sumie Mitsubishi Denki K.K. Kyomoto, Yoshio c/o MITSUBISHI DENKI K. K. Ind. Izui, Yasuhiro c/o MITSUBISHI DENKI K. K. Ind. Kojima",1991-06-20,1992-06-19,1992-12-23,,https://patents.google.com/patent/EP0519501A2/en,https://patentimages.storage.googleapis.com/45/49/d2/0639aa36315888/imgf0001.png
US-6832214-B1,"Method, system, and program for converting code to executable code using neural networks implemented in a software program ",International Business Machines Corporation,Chung T. Nguyen,1999-12-07,1999-12-07,2004-12-14,2004-12-14,https://patents.google.com/patent/US6832214B1/en,https://patentimages.storage.googleapis.com/65/b1/a9/85b7df41a77883/US06832214-20041214-D00000.png
US-5745653-A,Generic neural network training and processing system ,"Ford Global Technologies, Inc.","Gerald Jesion, James Calvey Carnes, Gintaras Vincent Puskorius, Lee Albert Feldkamp",1996-02-05,1996-02-05,1998-04-28,1998-04-28,https://patents.google.com/patent/US5745653A/en,https://patentimages.storage.googleapis.com/pages/US5745653-1.png
US-2016180215-A1,Generating parse trees of text segments using neural networks ,Google Inc.,"Oriol Vinyals, Lukasz Mieczyslaw Kaiser",2014-12-19,2015-12-21,2016-06-23,,https://patents.google.com/patent/US20160180215A1/en,https://patentimages.storage.googleapis.com/c7/05/be/46eb329dba4dab/US20160180215A1-20160623-D00000.png
CN-101308551-A,Hardware circuit of recursive neural network of LS-SVM classification and returning study and implementing method ,西安理工大学,涵 刘,2008-05-05,2008-05-05,2008-11-19,,https://patents.google.com/patent/CN101308551A/en,
US-5613042-A,Chaotic recurrent neural network and learning method therefor ,"Gold Star Electron Co., Ltd.","Ho-sun Chung, Hye-young Tak",1994-02-14,1995-01-27,1997-03-18,1997-03-18,https://patents.google.com/patent/US5613042A/en,https://patentimages.storage.googleapis.com/pages/US5613042-1.png
US-6882992-B1,Neural networks for intelligent control ,Paul J. Werbos,Paul J. Werbos,1999-09-02,2000-09-01,2005-04-19,2005-04-19,https://patents.google.com/patent/US6882992B1/en,https://patentimages.storage.googleapis.com/8f/98/21/1d8c16dfed3395/US06882992-20050419-D00000.png
US-5690103-A,Detection/exclusion of acute myocardial infarction using neural network analysis of measurements of biochemical markers ,"Groth; Torgny Lars, Ellenius; Johan","Torgny Lars Groth, Johan Ellenius",1996-06-20,1996-06-20,1997-11-25,1997-11-25,https://patents.google.com/patent/US5690103A/en,https://patentimages.storage.googleapis.com/pages/US5690103-10.png
US-2010205974-A1,Method for computer-aided control and/or regulation using neural networks ,"Daniel Schneegass, Steffen Udluft","Daniel Schneegass, Steffen Udluft",2007-09-06,2008-08-26,2010-08-19,,https://patents.google.com/patent/US20100205974A1/en,https://patentimages.storage.googleapis.com/bc/fc/77/83f2b2d7b87906/US20100205974A1-20100819-D00000.png
US-5748848-A,Learning method for a neural network ,Siemens Aktiengesellschaft,Volker Tresp,1995-08-21,1996-08-19,1998-05-05,1998-05-05,https://patents.google.com/patent/US5748848A/en,https://patentimages.storage.googleapis.com/pages/US5748848-1.png
US-5930781-A,Neural network training by integration of adjoint systems of equations forward in time ,The United States Of America As Represented By The Administrator Of The National Aeronautics And Space Administration,"Nikzad Toomarian, Jacob Barhen",1992-10-27,1992-10-27,1999-07-27,1999-07-27,https://patents.google.com/patent/US5930781A/en,https://patentimages.storage.googleapis.com/pages/US5930781-1.png
US-5390284-A,Learning method and apparatus for neural networks and simulator with neural network ,"Hitachi, Ltd.","Hisao Ogata, Hiroshi Sakou, Masahiro Abe, Junichi Higashino",1991-06-27,1992-06-23,1995-02-14,1995-02-14,https://patents.google.com/patent/US5390284A/en,https://patentimages.storage.googleapis.com/pages/US5390284-1.png
US-5956703-A,Configurable neural network integrated circuit ,Delco Electronics Corporation,"Douglas D. Turner, Gabriela Breuer",1995-07-28,1995-07-28,1999-09-21,1999-09-21,https://patents.google.com/patent/US5956703A/en,https://patentimages.storage.googleapis.com/pages/US5956703-1.png
US-2003233233-A1,Speech recognition involving a neural network ,Industrial Technology Research Institute,Wei-Tyng Hong,2002-06-13,2002-06-13,2003-12-18,,https://patents.google.com/patent/US20030233233A1/en,https://patentimages.storage.googleapis.com/1b/46/d7/846bff8e6a713d/US20030233233A1-20031218-D00000.png
WO-2016156236-A1,Method and electronic device ,"Sony Corporation, Sony Deutschland Gmbh",Fabien Cardinaux,2015-03-31,2016-03-24,2016-10-06,,https://patents.google.com/patent/WO2016156236A1/en,
US-6415276-B1,Bayesian belief networks for industrial processes ,University Of New Mexico,"Arlen S. Heger, Hrishikesh B. Aradhye",1998-08-14,1999-08-13,2002-07-02,2002-07-02,https://patents.google.com/patent/US6415276B1/en,https://patentimages.storage.googleapis.com/2e/5b/ec/fc459fecdcc6dd/US06415276-20020702-D00000.png
US-6263238-B1,Automatic external defibrillator having a ventricular fibrillation detector ,Survivalink Corporation,"James E. Brewer, Ann M. Donohoo, Kenneth F. Olson",1998-04-16,1999-04-16,2001-07-17,2001-07-17,https://patents.google.com/patent/US6263238B1/en,https://patentimages.storage.googleapis.com/e2/37/ad/92ef0db14e567f/US06263238-20010717-D00000.png
US-7502768-B2,System and method for predicting building thermal loads ,"Siemens Building Technologies, Inc.","Osman Ahmed, Kenneth Lemke",2004-02-27,2004-12-06,2009-03-10,2009-03-10,https://patents.google.com/patent/US7502768B2/en,https://patentimages.storage.googleapis.com/US7502768B2/US07502768-20090310-D00000.png
US-5761386-A,Method and apparatus for foreign exchange rate time series prediction and classification ,"Nec Research Institute, Inc.","Stephen Robert Lawrence, C. Lee Giles",1996-04-05,1997-06-16,1998-06-02,1998-06-02,https://patents.google.com/patent/US5761386A/en,https://patentimages.storage.googleapis.com/pages/US5761386-2.png
US-6434541-B1,Automotive engine misfire detection system including a bit-serial based recurrent neuroprocessor ,"Ford Global Technologies, Inc.","Raoul Tawel, Nazeeh Aranki, Lee A. Feldkamp, Gintaras V. Puskorius, Kenneth A. Marko, John V. James",1996-10-23,1997-10-23,2002-08-13,2002-08-13,https://patents.google.com/patent/US6434541B1/en,https://patentimages.storage.googleapis.com/97/6f/a6/5a6a6ccb02e33f/US06434541-20020813-D00000.png
US-2015106316-A1,Method and apparatus for providing real-time monitoring of an artifical neural network ,University Of Tennessee Research Foundation,"J. Douglas Birdwell, Mark E. Dean, Catherine Schuman",2013-10-16,2014-10-14,2015-04-16,,https://patents.google.com/patent/US20150106316A1/en,https://patentimages.storage.googleapis.com/a6/b1/65/7651b972ad2faf/US20150106316A1-20150416-D00000.png
CN-103914735-A,Failure recognition method and system based on neural network self-learning ,北京泰乐德信息技术有限公司,鲍侠,2014-04-17,2014-04-17,2014-07-09,,https://patents.google.com/patent/CN103914735A/en,
US-5748847-A,Nonadaptively trained adaptive neural systems ,Maryland Technology Corporation,James Ting-Ho Lo,1995-12-21,1995-12-21,1998-05-05,1998-05-05,https://patents.google.com/patent/US5748847A/en,https://patentimages.storage.googleapis.com/pages/US5748847-10.png
US-2017127016-A1,Systems and methods for video paragraph captioning using hierarchical recurrent neural networks ,Baidu Usa Llc,"Haonan Yu, Jiang Wang, Zhiheng HUANG, Yi Yang, Wei Xu",2015-10-29,2016-06-15,2017-05-04,,https://patents.google.com/patent/US20170127016A1/en,https://patentimages.storage.googleapis.com/d9/51/56/18e7b11ed39ca0/US20170127016A1-20170504-D00000.png
US-9495633-B2,Recurrent neural networks for malware analysis ,"Cylance, Inc.","Andrew Davis, Matthew Wolff, Derek A. Soeder, Glenn Chisholm, Ryan Permeh",2015-04-16,2015-07-01,2016-11-15,2016-11-15,https://patents.google.com/patent/US9495633B2/en,https://patentimages.storage.googleapis.com/43/23/8c/3a5ef11174b9a7/US09495633-20161115-D00000.png
US-6611824-B1,System for bearing-only contact state estimation using recurrent neural networks ,The United States Of America As Represented By The Secretary Of The Navy,"Chidambar Ganesh, Kai F. Gong, Sherry E. Hammel",1997-01-31,1997-01-31,2003-08-26,2003-08-26,https://patents.google.com/patent/US6611824B1/en,https://patentimages.storage.googleapis.com/3f/60/d8/c59677f14739d0/US06611824-20030826-D00000.png
US-2016350652-A1,Determining edit operations for normalizing electronic communications using a neural network ,"North Carolina State University, Sas Institute Inc.","Wookhee Min, Samuel Paul Leeman-Munk, Bradford Wayne Mott, Curtis Lester II James, James Allen Cox",2015-05-29,2015-12-14,2016-12-01,,https://patents.google.com/patent/US20160350652A1/en,https://patentimages.storage.googleapis.com/6a/01/2a/d46bd5749cfb30/US20160350652A1-20161201-D00000.png
US-7308432-B2,Vehicle motion model generating device and method for generating vehicle motion model ,Fuji Jukogyo Kabushiki Kaisha,"Tsuyoshi Torii, Itaru Seta",2003-02-19,2004-02-18,2007-12-11,2007-12-11,https://patents.google.com/patent/US7308432B2/en,https://patentimages.storage.googleapis.com/US7308432B2/US07308432-20071211-D00000.png
US-5909676-A,System for controlling an object and medium using neural networks ,Kabushiki Kaisha Toshiba,Makoto Kano,1996-02-29,1997-02-27,1999-06-01,1999-06-01,https://patents.google.com/patent/US5909676A/en,https://patentimages.storage.googleapis.com/pages/US5909676-1.png
US-5424959-A,Interpretation of fluorescence fingerprints of crude oils and other hydrocarbon mixtures using neural networks ,Texaco Inc.,"Marilyn V. Reyes, Larry D. Pyeatt",1993-07-19,1993-07-19,1995-06-13,1995-06-13,https://patents.google.com/patent/US5424959A/en,https://patentimages.storage.googleapis.com/pages/US5424959-1.png
CN-104700828-A,Deep long-term and short-term memory recurrent neural network acoustic model establishing method based on selective attention principles ,清华大学,"杨毅, 孙甲松",2015-03-19,2015-03-19,2015-06-10,,https://patents.google.com/patent/CN104700828A/en,
US-6440067-B1,System and method for remotely monitoring functional activities ,"Altec, Inc.","Carlo J. DeLuca, Serge H. Roy",2000-02-28,2000-02-28,2002-08-27,2002-08-27,https://patents.google.com/patent/US6440067B1/en,https://patentimages.storage.googleapis.com/c0/b5/7d/c8a1c8bb752063/US06440067-20020827-D00000.png
US-2015364128-A1,Hyper-structure recurrent neural networks for text-to-speech ,Microsoft Corporation,"Pei Zhao, Max Leung, Kaisheng Yao, Bo Yan, Sheng Zhao, Fileno A. Alleva",2014-06-13,2014-06-13,2015-12-17,,https://patents.google.com/patent/US20150364128A1/en,https://patentimages.storage.googleapis.com/5f/a3/ed/6c24f9b1ea2488/US20150364128A1-20151217-D00000.png
US-2017053646-A1,Method for using a Multi-Scale Recurrent Neural Network with Pretraining for Spoken Language Understanding Tasks ,"Mitsubishi Electric Research Laboratories, Inc.","Shinji Watanabe, Yi Luan, Bret Harsham",2015-08-17,2015-08-17,2017-02-23,,https://patents.google.com/patent/US20170053646A1/en,https://patentimages.storage.googleapis.com/4d/2f/f7/226cb8df1325d8/US20170053646A1-20170223-D00000.png
US-2015110597-A1,Controlling a Turbine with a Recurrent Neural Network ,Simens Aktiengesellschaft,"Siegmund Düll, Steffen Udluft, Lina Weichbrodt",2012-04-23,2013-04-08,2015-04-23,,https://patents.google.com/patent/US20150110597A1/en,https://patentimages.storage.googleapis.com/bd/a9/10/4136c550fb6251/US20150110597A1-20150423-D00001.png
US-6792413-B2,"Data processing apparatus and method, recording medium, and program ",Sony Corporation,Jun Tani,2001-02-08,2002-02-06,2004-09-14,2004-09-14,https://patents.google.com/patent/US6792413B2/en,https://patentimages.storage.googleapis.com/f0/70/20/302924b0878d0c/US06792413-20040914-D00000.png
US-6018729-A,Neural network control of spot welding ,"Lockheed Martin Energy Research Corporation, General Motors Corporation","Thomas Zacharia, John D. Allen, Jr., James G. Schroth",1997-09-17,1997-09-17,2000-01-25,2000-01-25,https://patents.google.com/patent/US6018729A/en,https://patentimages.storage.googleapis.com/pages/US6018729-1.png
WO-2010144947-A1,Construction and training of a recurrent neural network ,Commonwealth Scientific And Industrial Research Organisation,Oliver Obst,2009-06-15,2010-06-11,2010-12-23,,https://patents.google.com/patent/WO2010144947A1/en,
US-2016232440-A1,Recurrent neural networks for data item generation ,Google Inc.,"Karol Gregor, Ivo Danihelka",2015-02-06,2016-02-04,2016-08-11,,https://patents.google.com/patent/US20160232440A1/en,https://patentimages.storage.googleapis.com/4d/3a/77/e79cff7ba832a2/US20160232440A1-20160811-D00000.png
US-2017213130-A1,Snippet extractor: recurrent neural networks for text summarization at industry scale ,Ebay Inc.,"Chandra Prakash Khatri, Nish Parikh, Sameep Navin Solanki, Justin Nicholas House, Gyanit Singh",2016-01-21,2016-09-16,2017-07-27,,https://patents.google.com/patent/US20170213130A1/en,https://patentimages.storage.googleapis.com/69/6e/3e/7ec9f51d1e1dd2/US20170213130A1-20170727-D00000.png
